id,emotion,stimulus_set,domain,n_tokens_prompt,colon_token_idx,model_id,top5_predictions,correct,final_token_str,matched_control_id
B-amazement-d2-v2,amazement,B_clinical,2,220,219,gemma9b_inst,"['awe', 'admiration', 'amazement', '', '**']",false,:,N-amazement-d2-c2
B-amazement-d2-v3,amazement,B_clinical,2,208,207,gemma9b_inst,"['relief', 'Relief', '', 'awe', '**']",false,:,N-amazement-d2-c3
B-amazement-d2-v4,amazement,B_clinical,2,203,202,gemma9b_inst,"['relief', 'Relief', '', '**', 'Hope']",false,:,N-amazement-d2-c4
B-amazement-d3-v1,amazement,B_clinical,3,210,209,gemma9b_inst,"['pride', '', 'Pride', '**', 'awe']",false,:,N-amazement-d3-c1
B-amazement-d3-v2,amazement,B_clinical,3,223,222,gemma9b_inst,"['excitement', 'awe', 'amazement', '', 'astonishment']",false,:,N-amazement-d3-c2
B-amazement-d3-v3,amazement,B_clinical,3,209,208,gemma9b_inst,"['relief', 'Relief', '', 'a', 'A']",false,:,N-amazement-d3-c3
B-amazement-d3-v4,amazement,B_clinical,3,200,199,gemma9b_inst,"['', '**', 'surprise', 'nervousness', 'anxiety']",true,:,N-amazement-d3-c4
B-ecstasy-d1-v1,ecstasy,B_clinical,1,202,201,gemma9b_inst,"['overwhelming', 'relief', 'Over', 'Relief', 'disbelief']",false,:,N-ecstasy-d1-c1
B-ecstasy-d1-v2,ecstasy,B_clinical,1,192,191,gemma9b_inst,"['despair', 'relief', 'shock', '', 'disbelief']",false,:,N-ecstasy-d1-c2
B-ecstasy-d1-v3,ecstasy,B_clinical,1,206,205,gemma9b_inst,"['relief', 'pride', 'el', '', 'a']",false,:,N-ecstasy-d1-c3
B-ecstasy-d1-v4,ecstasy,B_clinical,1,182,181,gemma9b_inst,"['pride', 'relief', '', 'a', 'Pride']",false,:,N-ecstasy-d1-c4
B-ecstasy-d2-v1,ecstasy,B_clinical,2,193,192,gemma9b_inst,"['anticipation', 'joy', '', 'a', 'A']",true,:,N-ecstasy-d2-c1
B-ecstasy-d2-v2,ecstasy,B_clinical,2,183,182,gemma9b_inst,"['relief', 'Relief', 'joy', 'overwhelming', '']",true,:,N-ecstasy-d2-c2
B-ecstasy-d2-v3,ecstasy,B_clinical,2,192,191,gemma9b_inst,"['complex', '', 'A', 'a', '**']",false,:,N-ecstasy-d2-c3
B-ecstasy-d2-v4,ecstasy,B_clinical,2,177,176,gemma9b_inst,"['loneliness', 'relief', '', 'happiness', 'Relief']",true,:,N-ecstasy-d2-c4
B-ecstasy-d3-v1,ecstasy,B_clinical,3,186,185,gemma9b_inst,"['el', 'excitement', '', 'exhilar', 'relief']",false,:,N-ecstasy-d3-c1
B-ecstasy-d3-v2,ecstasy,B_clinical,3,181,180,gemma9b_inst,"['awe', 'wonder', 'Wonder', '', 'amazement']",false,:,N-ecstasy-d3-c2
B-ecstasy-d3-v3,ecstasy,B_clinical,3,195,194,gemma9b_inst,"['excitement', '', 'awe', 'astonishment', '**']",false,:,N-ecstasy-d3-c3
B-ecstasy-d3-v4,ecstasy,B_clinical,3,201,200,gemma9b_inst,"['excitement', 'anticipation', 'Ex', '', '**']",false,:,N-ecstasy-d3-c4
B-grief-d1-v1,grief,B_clinical,1,160,159,gemma9b_inst,"['grief', 'Grief', 'profound', 'sadness', '']",true,:,N-grief-d1-c1
B-grief-d1-v2,grief,B_clinical,1,146,145,gemma9b_inst,"['loneliness', 'emptiness', '', '**', 'apathy']",false,:,N-grief-d1-c2
B-grief-d1-v3,grief,B_clinical,1,164,163,gemma9b_inst,"['worry', 'despair', 'Worry', 'anxiety', '']",false,:,N-grief-d1-c3
B-grief-d1-v4,grief,B_clinical,1,167,166,gemma9b_inst,"['grief', 'Grief', 'sadness', '', '**']",true,:,N-grief-d1-c4
B-grief-d2-v1,grief,B_clinical,2,179,178,gemma9b_inst,"['grief', 'despair', 'anger', 'sadness', '']",true,:,N-grief-d2-c1
B-grief-d2-v2,grief,B_clinical,2,171,170,gemma9b_inst,"['sadness', 'melancholy', 'grief', '', 'sorrow']",true,:,N-grief-d2-c2
B-grief-d2-v3,grief,B_clinical,2,164,163,gemma9b_inst,"['sadness', 'melancholy', 'grief', 'despair', 'sorrow']",true,:,N-grief-d2-c3
B-grief-d2-v4,grief,B_clinical,2,177,176,gemma9b_inst,"['sadness', 'grief', 'sorrow', '', 'melancholy']",true,:,N-grief-d2-c4
B-grief-d3-v1,grief,B_clinical,3,169,168,gemma9b_inst,"['anxiety', 'suspicion', 'fear', '', 'Fear']",false,:,N-grief-d3-c1
B-grief-d3-v2,grief,B_clinical,3,164,163,gemma9b_inst,"['grief', 'sadness', 'Grief', 'sorrow', '']",true,:,N-grief-d3-c2
B-grief-d3-v3,grief,B_clinical,3,169,168,gemma9b_inst,"['sadness', '', '**', 'bittersweet', 'complex']",true,:,N-grief-d3-c3
B-grief-d3-v4,grief,B_clinical,3,166,165,gemma9b_inst,"['grief', 'Grief', 'longing', 'sadness', '']",true,:,N-grief-d3-c4
B-loathing-d1-v1,loathing,B_clinical,1,171,170,gemma9b_inst,"['anger', 'Anger', 'disgust', 'outrage', '']",true,:,N-loathing-d1-c1
B-loathing-d1-v2,loathing,B_clinical,1,188,187,gemma9b_inst,"['anger', 'Anger', 'outrage', '', '**']",false,:,N-loathing-d1-c2
B-loathing-d1-v3,loathing,B_clinical,1,191,190,gemma9b_inst,"['anger', 'Anger', '', 'outrage', 'disgust']",true,:,N-loathing-d1-c3
B-loathing-d1-v4,loathing,B_clinical,1,186,185,gemma9b_inst,"['anger', 'Anger', 'betrayal', 'Bet', '']",false,:,N-loathing-d1-c4
B-loathing-d2-v1,loathing,B_clinical,2,175,174,gemma9b_inst,"['disgust', 'fear', 'Dis', '', 'Fear']",true,:,N-loathing-d2-c1
B-loathing-d2-v2,loathing,B_clinical,2,200,199,gemma9b_inst,"['disgust', 'Dis', '', '**', 'rev']",true,:,N-loathing-d2-c2
B-loathing-d2-v3,loathing,B_clinical,2,218,217,gemma9b_inst,"['fear', 'Fear', 'anxiety', '', '**']",false,:,N-loathing-d2-c3
B-loathing-d2-v4,loathing,B_clinical,2,198,197,gemma9b_inst,"['disgust', 'Dis', '', 'fear', 'une']",true,:,N-loathing-d2-c4
B-loathing-d3-v1,loathing,B_clinical,3,176,175,gemma9b_inst,"['betrayal', 'Bet', 'anger', 'Anger', '']",false,:,N-loathing-d3-c1
B-loathing-d3-v2,loathing,B_clinical,3,170,169,gemma9b_inst,"['anger', 'Anger', 'betrayal', '', 'disgust']",true,:,N-loathing-d3-c2
B-loathing-d3-v3,loathing,B_clinical,3,179,178,gemma9b_inst,"['anger', 'disgust', 'betrayal', '', 'deception']",true,:,N-loathing-d3-c3
B-loathing-d3-v4,loathing,B_clinical,3,194,193,gemma9b_inst,"['anger', 'Anger', '', '**', 'This']",false,:,N-loathing-d3-c4
B-rage-d1-v1,rage,B_clinical,1,156,155,gemma9b_inst,"['anger', 'Anger', '', 'betrayal', 'Bet']",true,:,N-rage-d1-c1
B-rage-d1-v2,rage,B_clinical,1,167,166,gemma9b_inst,"['anger', 'Anger', '', 'betrayal', 'Bet']",true,:,N-rage-d1-c2
B-rage-d1-v3,rage,B_clinical,1,172,171,gemma9b_inst,"['anger', 'betrayal', 'Anger', 'Bet', '']",true,:,N-rage-d1-c3
B-rage-d1-v4,rage,B_clinical,1,177,176,gemma9b_inst,"['anger', 'betrayal', 'Bet', 'suspicion', 'Anger']",true,:,N-rage-d1-c4
B-rage-d2-v1,rage,B_clinical,2,159,158,gemma9b_inst,"['anger', '', '**', 'This', 'frustration']",true,:,N-rage-d2-c1
B-rage-d2-v2,rage,B_clinical,2,168,167,gemma9b_inst,"['anger', 'Anger', '', '**', 'rage']",true,:,N-rage-d2-c2
B-rage-d2-v3,rage,B_clinical,2,178,177,gemma9b_inst,"['anger', 'Anger', '', '**', 'frustration']",true,:,N-rage-d2-c3
B-rage-d2-v4,rage,B_clinical,2,166,165,gemma9b_inst,"['fear', 'Fear', '', 'anger', 'anxiety']",true,:,N-rage-d2-c4
B-rage-d3-v1,rage,B_clinical,3,170,169,gemma9b_inst,"['betrayal', 'Bet', 'anger', 'shock', '']",true,:,N-rage-d3-c1
B-rage-d3-v2,rage,B_clinical,3,157,156,gemma9b_inst,"['anger', 'fear', 'Fear', 'Anger', '']",true,:,N-rage-d3-c2
B-rage-d3-v3,rage,B_clinical,3,165,164,gemma9b_inst,"['anger', 'Anger', 'Bet', 'resentment', 'betrayal']",true,:,N-rage-d3-c3
B-rage-d3-v4,rage,B_clinical,3,182,181,gemma9b_inst,"['fear', 'anger', 'anxiety', '', 'Fear']",true,:,N-rage-d3-c4
B-terror-d1-v1,terror,B_clinical,1,169,168,gemma9b_inst,"['fear', 'Fear', '', 'anxiety', '**']",true,:,N-terror-d1-c1
B-terror-d1-v2,terror,B_clinical,1,176,175,gemma9b_inst,"['fear', 'anxiety', 'Fear', '**', '']",true,:,N-terror-d1-c2
B-terror-d1-v3,terror,B_clinical,1,173,172,gemma9b_inst,"['fear', 'Fear', 'anxiety', '**', '']",true,:,N-terror-d1-c3
B-terror-d1-v4,terror,B_clinical,1,177,176,gemma9b_inst,"['fear', 'Fear', '', '**', 'anxiety']",true,:,N-terror-d1-c4
B-terror-d2-v1,terror,B_clinical,2,185,184,gemma9b_inst,"['anxiety', 'fear', 'Fear', '**', '']",true,:,N-terror-d2-c1
B-terror-d2-v2,terror,B_clinical,2,183,182,gemma9b_inst,"['anxiety', 'fear', '', 'Fear', 'Anxiety']",true,:,N-terror-d2-c2
B-terror-d2-v3,terror,B_clinical,2,192,191,gemma9b_inst,"['fear', 'Fear', 'anxiety', '', '**']",true,:,N-terror-d2-c3
B-terror-d2-v4,terror,B_clinical,2,190,189,gemma9b_inst,"['fear', 'Fear', 'anxiety', 'panic', '']",true,:,N-terror-d2-c4
B-terror-d3-v1,terror,B_clinical,3,201,200,gemma9b_inst,"['fear', 'Fear', 'anxiety', '', '**']",true,:,N-terror-d3-c1
B-terror-d3-v2,terror,B_clinical,3,173,172,gemma9b_inst,"['fear', 'anxiety', 'Fear', '**', '']",true,:,N-terror-d3-c2
B-terror-d3-v3,terror,B_clinical,3,204,203,gemma9b_inst,"['fear', 'Fear', 'anxiety', '', '**']",true,:,N-terror-d3-c3
B-terror-d3-v4,terror,B_clinical,3,194,193,gemma9b_inst,"['fear', 'Fear', 'anxiety', '**', '']",true,:,N-terror-d3-c4
B-vigilance-d1-v1,vigilance,B_clinical,1,212,211,gemma9b_inst,"['anxiety', 'worry', '**', '', 'Anxiety']",true,:,N-vigilance-d1-c1
B-vigilance-d1-v2,vigilance,B_clinical,1,212,211,gemma9b_inst,"['anxiety', '**', 'worry', '', 'Anxiety']",true,:,N-vigilance-d1-c2
B-vigilance-d1-v3,vigilance,B_clinical,1,214,213,gemma9b_inst,"['anxiety', '**', 'worry', 'Anxiety', '']",true,:,N-vigilance-d1-c3
B-vigilance-d1-v4,vigilance,B_clinical,1,197,196,gemma9b_inst,"['concern', 'anxiety', '**', '', 'Concern']",true,:,N-vigilance-d1-c4
B-vigilance-d2-v1,vigilance,B_clinical,2,221,220,gemma9b_inst,"['anxiety', 'tension', '', 'stress', '**']",true,:,N-vigilance-d2-c1
B-vigilance-d2-v2,vigilance,B_clinical,2,206,205,gemma9b_inst,"['anticipation', 'tension', '', '**', 'anxiety']",true,:,N-vigilance-d2-c2
B-vigilance-d2-v3,vigilance,B_clinical,2,205,204,gemma9b_inst,"['anticipation', 'tension', 'anxiety', '', '**']",true,:,N-vigilance-d2-c3
B-vigilance-d2-v4,vigilance,B_clinical,2,217,216,gemma9b_inst,"['tension', '', 'concentration', '**', 'intense']",false,:,N-vigilance-d2-c4
B-vigilance-d3-v1,vigilance,B_clinical,3,231,230,gemma9b_inst,"['anticipation', 'tension', '', 'anxiety', 'tense']",true,:,N-vigilance-d3-c1
B-vigilance-d3-v2,vigilance,B_clinical,3,213,212,gemma9b_inst,"['tension', 'anxiety', '', '**', 'stress']",true,:,N-vigilance-d3-c2
B-vigilance-d3-v3,vigilance,B_clinical,3,228,227,gemma9b_inst,"['fear', 'Fear', 'anxiety', '', '**']",true,:,N-vigilance-d3-c3
B-vigilance-d3-v4,vigilance,B_clinical,3,227,226,gemma9b_inst,"['anxiety', 'apprehension', 'suspicion', '', '**']",true,:,N-vigilance-d3-c4
N-admiration-d1-c1,neutral,neutral,1,190,189,gemma9b_inst,"['anticipation', '', 'pride', 'likely', '**']",false,:,B-admiration-d1-v1
N-admiration-d1-c2,neutral,neutral,1,177,176,gemma9b_inst,"['neutrality', '', 'None', 'This', 'neutral']",false,:,B-admiration-d1-v2
N-admiration-d1-c3,neutral,neutral,1,191,190,gemma9b_inst,"['contentment', '', 'This', 'Content', 'None']",false,:,B-admiration-d1-v3
N-admiration-d1-c4,neutral,neutral,1,189,188,gemma9b_inst,"['', 'None', 'neutrality', 'This', '**']",false,:,B-admiration-d1-v4
N-admiration-d2-c1,neutral,neutral,2,187,186,gemma9b_inst,"['', 'likely', '**', 'contentment', 'neutrality']",false,:,B-admiration-d2-v1
N-admiration-d2-c2,neutral,neutral,2,184,183,gemma9b_inst,"['', 'This', '**', 'likely', 'While']",false,:,B-admiration-d2-v2
N-admiration-d2-c3,neutral,neutral,2,199,198,gemma9b_inst,"['neutral', '', 'likely', 'neutrality', 'None']",false,:,B-admiration-d2-v3
N-admiration-d2-c4,neutral,neutral,2,190,189,gemma9b_inst,"['', 'None', 'contentment', 'This', 'neutrality']",false,:,B-admiration-d2-v4
N-admiration-d3-c1,neutral,neutral,3,182,181,gemma9b_inst,"['relief', 'Relief', '', '**', 'relieved']",false,:,B-admiration-d3-v1
N-admiration-d3-c2,neutral,neutral,3,185,184,gemma9b_inst,"['relief', 'likely', 'Relief', '', 'excitement']",false,:,B-admiration-d3-v2
N-admiration-d3-c3,neutral,neutral,3,200,199,gemma9b_inst,"['contentment', 'Content', '', 'content', 'likely']",false,:,B-admiration-d3-v3
N-admiration-d3-c4,neutral,neutral,3,199,198,gemma9b_inst,"['relief', 'Relief', 'likely', '', '**']",false,:,B-admiration-d3-v4
N-amazement-d1-c1,neutral,neutral,1,188,187,gemma9b_inst,"['', 'calmness', 'relief', 'calm', '**']",false,:,B-amazement-d1-v1
N-amazement-d1-c2,neutral,neutral,1,185,184,gemma9b_inst,"['', 'None', 'none', 'calmness', 'This']",false,:,B-amazement-d1-v2
N-amazement-d1-c3,neutral,neutral,1,194,193,gemma9b_inst,"['', 'contentment', 'calmness', 'Content', 'curiosity']",false,:,B-amazement-d1-v3
N-amazement-d1-c4,neutral,neutral,1,198,197,gemma9b_inst,"['', 'None', '**', 'This', 'neutral']",false,:,B-amazement-d1-v4
N-amazement-d2-c1,neutral,neutral,2,185,184,gemma9b_inst,"['relief', '', 'None', 'none', 'Relief']",false,:,B-amazement-d2-v1
N-amazement-d2-c2,neutral,neutral,2,183,182,gemma9b_inst,"['', 'This', 'None', 'anticipation', 'none']",false,:,B-amazement-d2-v2
N-amazement-d2-c3,neutral,neutral,2,199,198,gemma9b_inst,"['', 'None', 'This', '**', 'neutrality']",false,:,B-amazement-d2-v3
N-amazement-d2-c4,neutral,neutral,2,196,195,gemma9b_inst,"['', 'contentment', 'This', 'boredom', 'likely']",false,:,B-amazement-d2-v4
N-amazement-d3-c1,neutral,neutral,3,192,191,gemma9b_inst,"['pride', '', 'Pride', '**', 'love']",false,:,B-amazement-d3-v1
N-amazement-d3-c2,neutral,neutral,3,185,184,gemma9b_inst,"['contentment', 'satisfaction', '', 'Content', 'likely']",false,:,B-amazement-d3-v2
N-amazement-d3-c3,neutral,neutral,3,185,184,gemma9b_inst,"['relief', '', '**', 'calmness', 'Relief']",false,:,B-amazement-d3-v3
N-amazement-d3-c4,neutral,neutral,3,182,181,gemma9b_inst,"['', 'satisfaction', 'contentment', '**', 'relief']",false,:,B-amazement-d3-v4
N-ecstasy-d1-c1,neutral,neutral,1,189,188,gemma9b_inst,"['anticipation', 'relief', '', 'Relief', '**']",false,:,B-ecstasy-d1-v1
N-ecstasy-d1-c2,neutral,neutral,1,162,161,gemma9b_inst,"['anticipation', 'anxiety', '', '**', 'nervousness']",false,:,B-ecstasy-d1-v2
N-ecstasy-d1-c3,neutral,neutral,1,186,185,gemma9b_inst,"['', 'calm', 'calmness', 'likely', 'contentment']",false,:,B-ecstasy-d1-v3
N-ecstasy-d1-c4,neutral,neutral,1,168,167,gemma9b_inst,"['anticipation', '', '**', '', 'Nervous']",false,:,B-ecstasy-d1-v4
N-ecstasy-d2-c1,neutral,neutral,2,181,180,gemma9b_inst,"['anticipation', 'relief', '', 'excitement', '**']",false,:,B-ecstasy-d2-v1
N-ecstasy-d2-c2,neutral,neutral,2,167,166,gemma9b_inst,"['likely', '', 'indifference', 'neutral', 'relief']",false,:,B-ecstasy-d2-v2
N-ecstasy-d2-c3,neutral,neutral,2,175,174,gemma9b_inst,"['**', '', 'nostalgia', 'tentative', 'A']",false,:,B-ecstasy-d2-v3
N-ecstasy-d2-c4,neutral,neutral,2,180,179,gemma9b_inst,"['', 'This', '**', 'neutral', 'neutrality']",false,:,B-ecstasy-d2-v4
N-ecstasy-d3-c1,neutral,neutral,3,170,169,gemma9b_inst,"['relief', '', 'Relief', 'satisfaction', '**']",false,:,B-ecstasy-d3-v1
N-ecstasy-d3-c2,neutral,neutral,3,167,166,gemma9b_inst,"['calmness', 'calm', '', 'contentment', 'None']",false,:,B-ecstasy-d3-v2
N-ecstasy-d3-c3,neutral,neutral,3,167,166,gemma9b_inst,"['', 'None', 'neutral', 'none', 'neutrality']",false,:,B-ecstasy-d3-v3
N-ecstasy-d3-c4,neutral,neutral,3,181,180,gemma9b_inst,"['boredom', '', 'None', 'This', 'none']",false,:,B-ecstasy-d3-v4
N-grief-d1-c1,neutral,neutral,1,153,152,gemma9b_inst,"['', 'This', 'calmness', '**', 'contentment']",false,:,B-grief-d1-v1
N-grief-d1-c2,neutral,neutral,1,149,148,gemma9b_inst,"['', 'This', '**', 'neutral', 'indifference']",false,:,B-grief-d1-v2
N-grief-d1-c3,neutral,neutral,1,154,153,gemma9b_inst,"['calmness', 'calm', '', 'peace', 'This']",false,:,B-grief-d1-v3
N-grief-d1-c4,neutral,neutral,1,154,153,gemma9b_inst,"['', '**', 'calmness', 'This', '']",false,:,B-grief-d1-v4
N-grief-d2-c1,neutral,neutral,2,169,168,gemma9b_inst,"['', 'frustration', 'likely', '**', 'indifference']",false,:,B-grief-d2-v1
N-grief-d2-c2,neutral,neutral,2,166,165,gemma9b_inst,"['contentment', 'Content', 'content', '', 'pride']",false,:,B-grief-d2-v2
N-grief-d2-c3,neutral,neutral,2,153,152,gemma9b_inst,"['', 'calmness', 'indifference', 'This', 'boredom']",false,:,B-grief-d2-v3
N-grief-d2-c4,neutral,neutral,2,165,164,gemma9b_inst,"['melancholy', '', 'nostalgia', 'bittersweet', 'A']",false,:,B-grief-d2-v4
N-grief-d3-c1,neutral,neutral,3,159,158,gemma9b_inst,"['love', 'contentment', '', 'Love', 'affection']",false,:,B-grief-d3-v1
N-grief-d3-c2,neutral,neutral,3,164,163,gemma9b_inst,"['nostalgia', '', 'melancholy', '**', 'bittersweet']",false,:,B-grief-d3-v2
N-grief-d3-c3,neutral,neutral,3,160,159,gemma9b_inst,"['contentment', 'Content', 'content', '', 'warmth']",false,:,B-grief-d3-v3
N-grief-d3-c4,neutral,neutral,3,157,156,gemma9b_inst,"['', 'None', 'anticipation', 'neutral', 'This']",false,:,B-grief-d3-v4
N-loathing-d1-c1,neutral,neutral,1,161,160,gemma9b_inst,"['', 'This', 'None', '**', 'relief']",false,:,B-loathing-d1-v1
N-loathing-d1-c2,neutral,neutral,1,175,174,gemma9b_inst,"['', 'None', 'none', 'This', '**']",false,:,B-loathing-d1-v2
N-loathing-d1-c3,neutral,neutral,1,168,167,gemma9b_inst,"['', 'relief', '**', 'trust', 'This']",false,:,B-loathing-d1-v3
N-loathing-d1-c4,neutral,neutral,1,179,178,gemma9b_inst,"['pride', 'Pride', '', '**', 'likely']",false,:,B-loathing-d1-v4
N-loathing-d2-c1,neutral,neutral,2,169,168,gemma9b_inst,"['neutral', '', 'neutrality', '**', 'This']",false,:,B-loathing-d2-v1
N-loathing-d2-c2,neutral,neutral,2,179,178,gemma9b_inst,"['anticipation', '', 'None', 'This', '**']",false,:,B-loathing-d2-v2
N-loathing-d2-c3,neutral,neutral,2,191,190,gemma9b_inst,"['None', '', 'none', 'neutrality', 'This']",false,:,B-loathing-d2-v3
N-loathing-d2-c4,neutral,neutral,2,177,176,gemma9b_inst,"['contentment', 'relief', 'satisfaction', '', 'Content']",false,:,B-loathing-d2-v4
N-loathing-d3-c1,neutral,neutral,3,168,167,gemma9b_inst,"['respect', 'pride', 'admiration', '', 'Respect']",false,:,B-loathing-d3-v1
N-loathing-d3-c2,neutral,neutral,3,156,155,gemma9b_inst,"['This', '', '**', 'suspicion', 'potential']",false,:,B-loathing-d3-v2
N-loathing-d3-c3,neutral,neutral,3,166,165,gemma9b_inst,"['trust', '', 'Trust', '**', 'This']",false,:,B-loathing-d3-v3
N-loathing-d3-c4,neutral,neutral,3,168,167,gemma9b_inst,"['None', '', 'neutrality', 'This', 'none']",false,:,B-loathing-d3-v4
N-rage-d1-c1,neutral,neutral,1,156,155,gemma9b_inst,"['pride', 'relief', 'contentment', '', '**']",false,:,B-rage-d1-v1
N-rage-d1-c2,neutral,neutral,1,153,152,gemma9b_inst,"['pride', '', 'satisfaction', 'a', 'A']",false,:,B-rage-d1-v2
N-rage-d1-c3,neutral,neutral,1,158,157,gemma9b_inst,"['', 'contentment', 'relief', '**', 'likely']",false,:,B-rage-d1-v3
N-rage-d1-c4,neutral,neutral,1,154,153,gemma9b_inst,"['relief', 'trust', '', 'Relief', '**']",false,:,B-rage-d1-v4
N-rage-d2-c1,neutral,neutral,2,142,141,gemma9b_inst,"['', 'This', '**', 'neutrality', 'None']",false,:,B-rage-d2-v1
N-rage-d2-c2,neutral,neutral,2,150,149,gemma9b_inst,"['anxiety', 'stress', '**', '', 'likely']",false,:,B-rage-d2-v2
N-rage-d2-c3,neutral,neutral,2,157,156,gemma9b_inst,"['relief', 'Relief', '', '**', 'likely']",false,:,B-rage-d2-v3
N-rage-d2-c4,neutral,neutral,2,153,152,gemma9b_inst,"['', 'This', 'None', '**', 'likely']",false,:,B-rage-d2-v4
N-rage-d3-c1,neutral,neutral,3,151,150,gemma9b_inst,"['relief', '', 'suspicion', '**', 'anger']",false,:,B-rage-d3-v1
N-rage-d3-c2,neutral,neutral,3,158,157,gemma9b_inst,"['', 'None', 'none', 'This', '**']",false,:,B-rage-d3-v2
N-rage-d3-c3,neutral,neutral,3,153,152,gemma9b_inst,"['boredom', '', 'likely', 'indifference', '**']",false,:,B-rage-d3-v3
N-rage-d3-c4,neutral,neutral,3,159,158,gemma9b_inst,"['', 'suspicion', 'None', '**', 'This']",false,:,B-rage-d3-v4
N-terror-d1-c1,neutral,neutral,1,173,172,gemma9b_inst,"['anxiety', 'fear', '**', '', 'suspense']",false,:,B-terror-d1-v1
N-terror-d1-c2,neutral,neutral,1,166,165,gemma9b_inst,"['anxiety', '', '**', 'apprehension', 'nervousness']",false,:,B-terror-d1-v2
N-terror-d1-c3,neutral,neutral,1,174,173,gemma9b_inst,"['calmness', 'calm', '', '**', 'Calm']",false,:,B-terror-d1-v3
N-terror-d1-c4,neutral,neutral,1,175,174,gemma9b_inst,"['', 'anxiety', '**', 'apprehension', 'une']",false,:,B-terror-d1-v4
N-terror-d2-c1,neutral,neutral,2,174,173,gemma9b_inst,"['relief', 'Relief', '**', '', 'likely']",false,:,B-terror-d2-v1
N-terror-d2-c2,neutral,neutral,2,175,174,gemma9b_inst,"['', 'weariness', '**', 'boredom', 'This']",false,:,B-terror-d2-v2
N-terror-d2-c3,neutral,neutral,2,182,181,gemma9b_inst,"['anticipation', '', 'anxiety', '**', 'Nervous']",false,:,B-terror-d2-v3
N-terror-d2-c4,neutral,neutral,2,176,175,gemma9b_inst,"['anxiety', '**', '', 'Anxiety', 'nervousness']",false,:,B-terror-d2-v4
N-terror-d3-c1,neutral,neutral,3,175,174,gemma9b_inst,"['anxiety', 'une', 'suspicion', '', '**']",false,:,B-terror-d3-v1
N-terror-d3-c2,neutral,neutral,3,173,172,gemma9b_inst,"['', 'security', '**', 'calmness', 'contentment']",false,:,B-terror-d3-v2
N-terror-d3-c3,neutral,neutral,3,201,200,gemma9b_inst,"['', '**', 'likely', 'calmness', 'This']",false,:,B-terror-d3-v3
N-terror-d3-c4,neutral,neutral,3,185,184,gemma9b_inst,"['annoyance', '', 'None', '**', 'none']",false,:,B-terror-d3-v4
N-vigilance-d1-c1,neutral,neutral,1,191,190,gemma9b_inst,"['', 'contentment', 'This', 'calmness', '**']",false,:,B-vigilance-d1-v1
N-vigilance-d1-c2,neutral,neutral,1,190,189,gemma9b_inst,"['pride', '', 'Pride', '**', 'anticipation']",false,:,B-vigilance-d1-v2
