id,emotion,stimulus_set,domain,n_tokens_prompt,colon_token_idx,model_id,top5_predictions,correct,final_token_str
A-ecstasy-02,ecstasy,A_standard,,153,152,gemma9b_inst,"['relief', 'joy', 'Relief', 'Joy', '']",true,:
A-ecstasy-03,ecstasy,A_standard,,165,164,gemma9b_inst,"['happiness', 'relief', 'joy', '', 'pride']",true,:
A-ecstasy-04,ecstasy,A_standard,,168,167,gemma9b_inst,"['joy', 'Joy', 'happiness', '', 'Happiness']",true,:
A-ecstasy-05,ecstasy,A_standard,,159,158,gemma9b_inst,"['joy', 'Joy', '', 'happiness', '**']",true,:
A-ecstasy-06,ecstasy,A_standard,,137,136,gemma9b_inst,"['pride', 'joy', 'Pride', 'Joy', '']",true,:
A-ecstasy-07,ecstasy,A_standard,,166,165,gemma9b_inst,"['joy', 'pride', 'Joy', '', 'Pride']",true,:
A-ecstasy-08,ecstasy,A_standard,,231,230,gemma9b_inst,"['joy', 'Joy', 'happiness', '', 'surprise']",true,:
A-ecstasy-09,ecstasy,A_standard,,165,164,gemma9b_inst,"['excitement', 'amazement', 'awe', 'wonder', 'delight']",false,:
A-ecstasy-10,ecstasy,A_standard,,132,131,gemma9b_inst,"['joy', 'Joy', 'happiness', 'love', '']",true,:
A-grief-01,grief,A_standard,,201,200,gemma9b_inst,"['sadness', 'Sad', '', 'shame', 'despair']",true,:
A-grief-02,grief,A_standard,,133,132,gemma9b_inst,"['sadness', 'anger', 'Anger', 'Sad', '']",true,:
A-grief-03,grief,A_standard,,159,158,gemma9b_inst,"['grief', 'sadness', 'Grief', '', 'sorrow']",true,:
A-grief-04,grief,A_standard,,256,255,gemma9b_inst,"['fear', 'sadness', 'Fear', '', 'terror']",true,:
A-grief-05,grief,A_standard,,261,260,gemma9b_inst,"['grief', 'sadness', 'Grief', 'sorrow', '']",true,:
A-grief-06,grief,A_standard,,133,132,gemma9b_inst,"['sadness', 'Sad', '', 'sorrow', '**']",true,:
A-grief-07,grief,A_standard,,172,171,gemma9b_inst,"['sadness', 'grief', 'Grief', 'profound', '']",true,:
A-grief-08,grief,A_standard,,129,128,gemma9b_inst,"['sadness', 'sorrow', 'grief', 'Sad', '']",true,:
A-grief-09,grief,A_standard,,165,164,gemma9b_inst,"['sadness', 'Sad', '', '**', 'sorrow']",true,:
A-grief-10,grief,A_standard,,163,162,gemma9b_inst,"['sadness', 'disappointment', '', 'Sad', 'Hurt']",true,:
A-loathing-01,loathing,A_standard,,210,209,gemma9b_inst,"['disgust', 'Dis', '', '**', 'anger']",true,:
A-loathing-02,loathing,A_standard,,155,154,gemma9b_inst,"['disappointment', 'Dis', '', 'A', 'initial']",false,:
A-loathing-03,loathing,A_standard,,121,120,gemma9b_inst,"['anger', 'Anger', 'disgust', '', 'Dis']",true,:
A-loathing-04,loathing,A_standard,,165,164,gemma9b_inst,"['disgust', 'Dis', 'anger', '', 'sadness']",true,:
A-loathing-05,loathing,A_standard,,223,222,gemma9b_inst,"['disgust', 'Dis', '', '**', 'anxiety']",true,:
A-loathing-06,loathing,A_standard,,127,126,gemma9b_inst,"['disgust', 'Dis', '', 'rev', '**']",true,:
A-loathing-07,loathing,A_standard,,180,179,gemma9b_inst,"['anger', 'sadness', 'Anger', 'disgust', '']",true,:
A-loathing-08,loathing,A_standard,,131,130,gemma9b_inst,"['disgust', 'Dis', '', 'rev', 'disgusted']",true,:
A-loathing-09,loathing,A_standard,,123,122,gemma9b_inst,"['disgust', 'Dis', '', 'rev', '**']",true,:
A-loathing-10,loathing,A_standard,,198,197,gemma9b_inst,"['frustration', 'disgust', 'disappointment', 'Dis', '']",true,:
A-rage-01,rage,A_standard,,199,198,gemma9b_inst,"['anger', 'Anger', 'frustration', '', '**']",true,:
A-rage-02,rage,A_standard,,530,529,gemma9b_inst,"['anger', 'Anger', '', '**', '']",true,:
A-rage-03,rage,A_standard,,164,163,gemma9b_inst,"['anger', 'Anger', '', '**', 'sadness']",true,:
A-rage-04,rage,A_standard,,166,165,gemma9b_inst,"['anger', 'Anger', 'betrayal', '', 'Bet']",true,:
A-rage-05,rage,A_standard,,137,136,gemma9b_inst,"['anger', 'Anger', '', 'hurt', 'Hurt']",true,:
A-rage-06,rage,A_standard,,233,232,gemma9b_inst,"['anger', 'Anger', '', '**', 'initial']",true,:
A-rage-07,rage,A_standard,,145,144,gemma9b_inst,"['anger', 'Anger', 'betrayal', 'Bet', '']",true,:
A-rage-08,rage,A_standard,,259,258,gemma9b_inst,"['anger', 'Anger', '', 'frustration', '**']",true,:
A-rage-09,rage,A_standard,,145,144,gemma9b_inst,"['anger', 'Anger', 'frustration', '', 'Frust']",true,:
A-rage-10,rage,A_standard,,135,134,gemma9b_inst,"['anger', 'Anger', 'frustration', '', 'Frust']",true,:
A-terror-01,terror,A_standard,,298,297,gemma9b_inst,"['fear', 'Fear', '', '**', 'terror']",true,:
A-terror-02,terror,A_standard,,156,155,gemma9b_inst,"['fear', 'Fear', 'shock', '', 'terror']",true,:
A-terror-03,terror,A_standard,,211,210,gemma9b_inst,"['fear', 'Fear', '', '**', 'terror']",true,:
A-terror-04,terror,A_standard,,170,169,gemma9b_inst,"['fear', 'Fear', '', 'terror', '**']",true,:
A-terror-05,terror,A_standard,,208,207,gemma9b_inst,"['fear', 'Fear', '', '**', 'anxiety']",true,:
A-terror-06,terror,A_standard,,156,155,gemma9b_inst,"['fear', 'anger', 'Fear', '', 'Anger']",true,:
A-terror-07,terror,A_standard,,186,185,gemma9b_inst,"['fear', 'Fear', '', '**', 'anxiety']",true,:
A-terror-08,terror,A_standard,,260,259,gemma9b_inst,"['fear', 'Fear', '', '**', 'fear']",true,:
A-terror-09,terror,A_standard,,144,143,gemma9b_inst,"['fear', 'anxiety', 'Fear', '', 'Anxiety']",true,:
A-terror-10,terror,A_standard,,273,272,gemma9b_inst,"['fear', 'Fear', '', '**', 'terror']",true,:
A-vigilance-01,vigilance,A_standard,,140,139,gemma9b_inst,"['fear', 'anxiety', 'Fear', '', 'Anxiety']",true,:
A-vigilance-02,vigilance,A_standard,,145,144,gemma9b_inst,"['anxiety', 'Anxiety', '', 'fear', 'Fear']",true,:
A-vigilance-03,vigilance,A_standard,,151,150,gemma9b_inst,"['fear', 'anxiety', 'Fear', '', 'Anxiety']",true,:
A-vigilance-04,vigilance,A_standard,,147,146,gemma9b_inst,"['anxiety', '', 'stress', 'Anxiety', 'tension']",true,:
A-vigilance-05,vigilance,A_standard,,136,135,gemma9b_inst,"['anxiety', 'anticipation', '', 'Anxiety', 'anxious']",true,:
A-vigilance-06,vigilance,A_standard,,152,151,gemma9b_inst,"['anxiety', 'stress', 'fear', 'Stress', '']",true,:
A-vigilance-07,vigilance,A_standard,,141,140,gemma9b_inst,"['anxiety', 'worry', '', 'Anxiety', 'Worry']",true,:
A-vigilance-08,vigilance,A_standard,,149,148,gemma9b_inst,"['anticipation', '', 'joy', 'excitement', 'anxiety']",true,:
A-vigilance-09,vigilance,A_standard,,151,150,gemma9b_inst,"['anxiety', '', 'stress', 'Anxiety', 'tension']",true,:
A-vigilance-10,vigilance,A_standard,,149,148,gemma9b_inst,"['anxiety', 'Anxiety', '', 'worry', '**']",true,:
