source_id,target_id,source_emotion,target_emotion,patched_pred,success,layer,norm_depth,act_type,condition
A-ecstasy-02,B-ecstasy-d3-v1,ecstasy,ecstasy,el,false,15,0.381,a,crossset_same_emotion
A-loathing-02,B-loathing-d3-v1,loathing,loathing,betrayal,false,15,0.381,a,crossset_same_emotion
A-amazement-02,B-amazement-d3-v1,amazement,amazement,pride,false,15,0.381,a,crossset_same_emotion
A-admiration-02,B-admiration-d3-v1,admiration,admiration,pride,true,15,0.381,a,crossset_same_emotion
A-vigilance-02,B-vigilance-d3-v1,vigilance,vigilance,anticipation,true,15,0.381,a,crossset_same_emotion
A-rage-01,B-grief-d1-v2,rage,grief,loneliness,false,15,0.381,a,crossset_diff_emotion
A-rage-01,B-terror-d1-v2,rage,terror,fear,false,15,0.381,a,crossset_diff_emotion
A-rage-01,B-ecstasy-d1-v2,rage,ecstasy,despair,false,15,0.381,a,crossset_diff_emotion
A-rage-01,B-loathing-d1-v2,rage,loathing,anger,true,15,0.381,a,crossset_diff_emotion
A-rage-01,B-amazement-d1-v2,rage,amazement,awe,false,15,0.381,a,crossset_diff_emotion
A-rage-01,B-admiration-d1-v2,rage,admiration,pride,false,15,0.381,a,crossset_diff_emotion
A-rage-01,B-vigilance-d1-v2,rage,vigilance,anxiety,false,15,0.381,a,crossset_diff_emotion
A-grief-01,B-rage-d1-v2,grief,rage,anger,false,15,0.381,a,crossset_diff_emotion
A-grief-01,B-terror-d1-v2,grief,terror,fear,false,15,0.381,a,crossset_diff_emotion
A-grief-01,B-ecstasy-d1-v2,grief,ecstasy,despair,false,15,0.381,a,crossset_diff_emotion
A-grief-01,B-loathing-d1-v2,grief,loathing,anger,false,15,0.381,a,crossset_diff_emotion
A-grief-01,B-amazement-d1-v2,grief,amazement,awe,false,15,0.381,a,crossset_diff_emotion
A-grief-01,B-admiration-d1-v2,grief,admiration,pride,false,15,0.381,a,crossset_diff_emotion
A-grief-01,B-vigilance-d1-v2,grief,vigilance,anxiety,false,15,0.381,a,crossset_diff_emotion
A-terror-01,B-rage-d1-v2,terror,rage,anger,false,15,0.381,a,crossset_diff_emotion
A-terror-01,B-grief-d1-v2,terror,grief,loneliness,false,15,0.381,a,crossset_diff_emotion
A-terror-01,B-ecstasy-d1-v2,terror,ecstasy,despair,false,15,0.381,a,crossset_diff_emotion
A-rage-03,B-rage-d2-v4,rage,rage,fear,false,22,0.5476,a,crossset_same_emotion
A-grief-03,B-grief-d2-v4,grief,grief,sadness,true,22,0.5476,a,crossset_same_emotion
A-terror-03,B-terror-d2-v4,terror,terror,fear,true,22,0.5476,a,crossset_same_emotion
A-ecstasy-03,B-ecstasy-d2-v4,ecstasy,ecstasy,loneliness,false,22,0.5476,a,crossset_same_emotion
A-loathing-03,B-loathing-d2-v4,loathing,loathing,disgust,true,22,0.5476,a,crossset_same_emotion
A-amazement-03,B-amazement-d2-v4,amazement,amazement,relief,false,22,0.5476,a,crossset_same_emotion
A-admiration-03,B-admiration-d2-v4,admiration,admiration,contentment,false,22,0.5476,a,crossset_same_emotion
A-vigilance-03,B-vigilance-d2-v4,vigilance,vigilance,tension,false,22,0.5476,a,crossset_same_emotion
A-rage-04,B-grief-d2-v2,rage,grief,sadness,false,22,0.5476,a,crossset_diff_emotion
A-rage-04,B-terror-d2-v2,rage,terror,anxiety,false,22,0.5476,a,crossset_diff_emotion
A-rage-04,B-ecstasy-d2-v2,rage,ecstasy,relief,false,22,0.5476,a,crossset_diff_emotion
A-rage-04,B-loathing-d2-v2,rage,loathing,disgust,false,22,0.5476,a,crossset_diff_emotion
A-rage-04,B-amazement-d2-v2,rage,amazement,awe,false,22,0.5476,a,crossset_diff_emotion
A-rage-04,B-admiration-d2-v2,rage,admiration,sadness,false,22,0.5476,a,crossset_diff_emotion
A-rage-04,B-vigilance-d2-v2,rage,vigilance,anticipation,false,22,0.5476,a,crossset_diff_emotion
A-grief-04,B-rage-d2-v2,grief,rage,anger,false,22,0.5476,a,crossset_diff_emotion
A-grief-04,B-terror-d2-v2,grief,terror,anxiety,false,22,0.5476,a,crossset_diff_emotion
A-grief-04,B-ecstasy-d2-v2,grief,ecstasy,relief,false,22,0.5476,a,crossset_diff_emotion
A-grief-04,B-loathing-d2-v2,grief,loathing,disgust,false,22,0.5476,a,crossset_diff_emotion
A-grief-04,B-amazement-d2-v2,grief,amazement,awe,false,22,0.5476,a,crossset_diff_emotion
A-grief-04,B-admiration-d2-v2,grief,admiration,sadness,true,22,0.5476,a,crossset_diff_emotion
A-grief-04,B-vigilance-d2-v2,grief,vigilance,anticipation,false,22,0.5476,a,crossset_diff_emotion
A-terror-04,B-rage-d2-v2,terror,rage,anger,false,22,0.5476,a,crossset_diff_emotion
A-terror-04,B-grief-d2-v2,terror,grief,sadness,false,22,0.5476,a,crossset_diff_emotion
A-terror-04,B-ecstasy-d2-v2,terror,ecstasy,relief,false,22,0.5476,a,crossset_diff_emotion
A-rage-05,B-rage-d3-v3,rage,rage,anger,true,26,0.6429,a,crossset_same_emotion
A-grief-05,B-grief-d3-v3,grief,grief,sadness,true,26,0.6429,a,crossset_same_emotion
A-terror-05,B-terror-d3-v3,terror,terror,fear,true,26,0.6429,a,crossset_same_emotion
A-ecstasy-05,B-ecstasy-d3-v3,ecstasy,ecstasy,excitement,false,26,0.6429,a,crossset_same_emotion
A-loathing-05,B-loathing-d3-v3,loathing,loathing,anger,false,26,0.6429,a,crossset_same_emotion
A-amazement-05,B-amazement-d3-v3,amazement,amazement,relief,false,26,0.6429,a,crossset_same_emotion
A-admiration-05,B-admiration-d3-v3,admiration,admiration,determination,false,26,0.6429,a,crossset_same_emotion
A-vigilance-05,B-vigilance-d3-v3,vigilance,vigilance,fear,false,26,0.6429,a,crossset_same_emotion
A-rage-09,B-grief-d2-v4,rage,grief,sadness,false,26,0.6429,a,crossset_diff_emotion
A-rage-09,B-terror-d2-v4,rage,terror,anxiety,false,26,0.6429,a,crossset_diff_emotion
A-rage-09,B-ecstasy-d2-v4,rage,ecstasy,relief,false,26,0.6429,a,crossset_diff_emotion
A-rage-09,B-loathing-d2-v4,rage,loathing,disgust,false,26,0.6429,a,crossset_diff_emotion
A-rage-09,B-amazement-d2-v4,rage,amazement,relief,false,26,0.6429,a,crossset_diff_emotion
A-rage-09,B-admiration-d2-v4,rage,admiration,contentment,false,26,0.6429,a,crossset_diff_emotion
A-rage-09,B-vigilance-d2-v4,rage,vigilance,tension,false,26,0.6429,a,crossset_diff_emotion
A-grief-09,B-rage-d2-v4,grief,rage,fear,false,26,0.6429,a,crossset_diff_emotion
A-grief-09,B-terror-d2-v4,grief,terror,fear,false,26,0.6429,a,crossset_diff_emotion
A-grief-09,B-ecstasy-d2-v4,grief,ecstasy,loneliness,false,26,0.6429,a,crossset_diff_emotion
A-grief-09,B-loathing-d2-v4,grief,loathing,disgust,false,26,0.6429,a,crossset_diff_emotion
A-grief-09,B-amazement-d2-v4,grief,amazement,relief,false,26,0.6429,a,crossset_diff_emotion
A-grief-09,B-admiration-d2-v4,grief,admiration,contentment,false,26,0.6429,a,crossset_diff_emotion
A-grief-09,B-vigilance-d2-v4,grief,vigilance,tension,false,26,0.6429,a,crossset_diff_emotion
A-terror-09,B-rage-d2-v4,terror,rage,fear,true,26,0.6429,a,crossset_diff_emotion
A-terror-09,B-grief-d2-v4,terror,grief,sadness,false,26,0.6429,a,crossset_diff_emotion
A-terror-09,B-ecstasy-d2-v4,terror,ecstasy,relief,false,26,0.6429,a,crossset_diff_emotion
A-rage-08,B-rage-d2-v4,rage,rage,fear,false,29,0.7143,a,crossset_same_emotion
A-grief-08,B-grief-d2-v4,grief,grief,sadness,true,29,0.7143,a,crossset_same_emotion
A-terror-08,B-terror-d2-v4,terror,terror,fear,true,29,0.7143,a,crossset_same_emotion
A-ecstasy-08,B-ecstasy-d2-v4,ecstasy,ecstasy,loneliness,false,29,0.7143,a,crossset_same_emotion
A-loathing-08,B-loathing-d2-v4,loathing,loathing,disgust,true,29,0.7143,a,crossset_same_emotion
A-amazement-08,B-amazement-d2-v4,amazement,amazement,relief,false,29,0.7143,a,crossset_same_emotion
A-admiration-08,B-admiration-d2-v4,admiration,admiration,contentment,false,29,0.7143,a,crossset_same_emotion
A-vigilance-08,B-vigilance-d2-v4,vigilance,vigilance,tension,false,29,0.7143,a,crossset_same_emotion
A-rage-07,B-grief-d2-v4,rage,grief,sadness,false,29,0.7143,a,crossset_diff_emotion
A-rage-07,B-terror-d2-v4,rage,terror,fear,false,29,0.7143,a,crossset_diff_emotion
A-rage-07,B-ecstasy-d2-v4,rage,ecstasy,loneliness,false,29,0.7143,a,crossset_diff_emotion
A-rage-07,B-loathing-d2-v4,rage,loathing,disgust,false,29,0.7143,a,crossset_diff_emotion
A-rage-07,B-amazement-d2-v4,rage,amazement,relief,false,29,0.7143,a,crossset_diff_emotion
A-rage-07,B-admiration-d2-v4,rage,admiration,contentment,false,29,0.7143,a,crossset_diff_emotion
A-rage-07,B-vigilance-d2-v4,rage,vigilance,tension,false,29,0.7143,a,crossset_diff_emotion
A-grief-07,B-rage-d2-v4,grief,rage,fear,false,29,0.7143,a,crossset_diff_emotion
A-grief-07,B-terror-d2-v4,grief,terror,fear,false,29,0.7143,a,crossset_diff_emotion
A-grief-07,B-ecstasy-d2-v4,grief,ecstasy,loneliness,false,29,0.7143,a,crossset_diff_emotion
A-grief-07,B-loathing-d2-v4,grief,loathing,disgust,false,29,0.7143,a,crossset_diff_emotion
A-grief-07,B-amazement-d2-v4,grief,amazement,relief,false,29,0.7143,a,crossset_diff_emotion
A-grief-07,B-admiration-d2-v4,grief,admiration,contentment,false,29,0.7143,a,crossset_diff_emotion
A-grief-07,B-vigilance-d2-v4,grief,vigilance,tension,false,29,0.7143,a,crossset_diff_emotion
A-terror-07,B-rage-d2-v4,terror,rage,fear,true,29,0.7143,a,crossset_diff_emotion
A-terror-07,B-grief-d2-v4,terror,grief,sadness,false,29,0.7143,a,crossset_diff_emotion
A-terror-07,B-ecstasy-d2-v4,terror,ecstasy,loneliness,false,29,0.7143,a,crossset_diff_emotion
A-rage-05,B-rage-d2-v4,rage,rage,fear,false,32,0.7857,a,crossset_same_emotion
A-grief-05,B-grief-d2-v4,grief,grief,sadness,true,32,0.7857,a,crossset_same_emotion
A-terror-05,B-terror-d2-v4,terror,terror,fear,true,32,0.7857,a,crossset_same_emotion
A-ecstasy-05,B-ecstasy-d2-v4,ecstasy,ecstasy,loneliness,false,32,0.7857,a,crossset_same_emotion
A-loathing-05,B-loathing-d2-v4,loathing,loathing,disgust,true,32,0.7857,a,crossset_same_emotion
A-amazement-05,B-amazement-d2-v4,amazement,amazement,relief,false,32,0.7857,a,crossset_same_emotion
A-admiration-05,B-admiration-d2-v4,admiration,admiration,contentment,false,32,0.7857,a,crossset_same_emotion
A-vigilance-05,B-vigilance-d2-v4,vigilance,vigilance,tension,false,32,0.7857,a,crossset_same_emotion
A-rage-03,B-grief-d2-v3,rage,grief,sadness,false,32,0.7857,a,crossset_diff_emotion
A-rage-03,B-terror-d2-v3,rage,terror,fear,false,32,0.7857,a,crossset_diff_emotion
A-rage-03,B-ecstasy-d2-v3,rage,ecstasy,complex,false,32,0.7857,a,crossset_diff_emotion
A-rage-03,B-loathing-d2-v3,rage,loathing,fear,false,32,0.7857,a,crossset_diff_emotion
A-rage-03,B-amazement-d2-v3,rage,amazement,relief,false,32,0.7857,a,crossset_diff_emotion
A-rage-03,B-admiration-d2-v3,rage,admiration,guilt,false,32,0.7857,a,crossset_diff_emotion
A-rage-03,B-vigilance-d2-v3,rage,vigilance,anticipation,false,32,0.7857,a,crossset_diff_emotion
A-grief-03,B-rage-d2-v3,grief,rage,anger,false,32,0.7857,a,crossset_diff_emotion
A-grief-03,B-terror-d2-v3,grief,terror,fear,false,32,0.7857,a,crossset_diff_emotion
A-grief-03,B-ecstasy-d2-v3,grief,ecstasy,complex,false,32,0.7857,a,crossset_diff_emotion
A-grief-03,B-loathing-d2-v3,grief,loathing,fear,false,32,0.7857,a,crossset_diff_emotion
A-grief-03,B-amazement-d2-v3,grief,amazement,relief,false,32,0.7857,a,crossset_diff_emotion
A-grief-03,B-admiration-d2-v3,grief,admiration,"",false,32,0.7857,a,crossset_diff_emotion
A-grief-03,B-vigilance-d2-v3,grief,vigilance,anticipation,false,32,0.7857,a,crossset_diff_emotion
A-terror-03,B-rage-d2-v3,terror,rage,anger,false,32,0.7857,a,crossset_diff_emotion
A-terror-03,B-grief-d2-v3,terror,grief,sadness,false,32,0.7857,a,crossset_diff_emotion
A-terror-03,B-ecstasy-d2-v3,terror,ecstasy,complex,false,32,0.7857,a,crossset_diff_emotion
A-rage-08,B-rage-d3-v4,rage,rage,fear,false,35,0.8571,a,crossset_same_emotion
A-grief-08,B-grief-d3-v4,grief,grief,grief,true,35,0.8571,a,crossset_same_emotion
A-terror-08,B-terror-d3-v4,terror,terror,fear,true,35,0.8571,a,crossset_same_emotion
A-ecstasy-08,B-ecstasy-d3-v4,ecstasy,ecstasy,excitement,false,35,0.8571,a,crossset_same_emotion
A-loathing-08,B-loathing-d3-v4,loathing,loathing,anger,false,35,0.8571,a,crossset_same_emotion
A-amazement-08,B-amazement-d3-v4,amazement,amazement,"",false,35,0.8571,a,crossset_same_emotion
A-admiration-08,B-admiration-d3-v4,admiration,admiration,"",false,35,0.8571,a,crossset_same_emotion
A-vigilance-08,B-vigilance-d3-v4,vigilance,vigilance,anxiety,true,35,0.8571,a,crossset_same_emotion
A-rage-05,B-grief-d3-v2,rage,grief,grief,false,35,0.8571,a,crossset_diff_emotion
A-rage-05,B-terror-d3-v2,rage,terror,fear,false,35,0.8571,a,crossset_diff_emotion
A-rage-05,B-ecstasy-d3-v2,rage,ecstasy,awe,false,35,0.8571,a,crossset_diff_emotion
A-rage-05,B-loathing-d3-v2,rage,loathing,anger,true,35,0.8571,a,crossset_diff_emotion
A-rage-05,B-amazement-d3-v2,rage,amazement,awe,false,35,0.8571,a,crossset_diff_emotion
A-rage-05,B-admiration-d3-v2,rage,admiration,perseverance,false,35,0.8571,a,crossset_diff_emotion
A-rage-05,B-vigilance-d3-v2,rage,vigilance,tension,false,35,0.8571,a,crossset_diff_emotion
A-grief-05,B-rage-d3-v2,grief,rage,anger,false,35,0.8571,a,crossset_diff_emotion
A-grief-05,B-terror-d3-v2,grief,terror,fear,false,35,0.8571,a,crossset_diff_emotion
A-grief-05,B-ecstasy-d3-v2,grief,ecstasy,awe,false,35,0.8571,a,crossset_diff_emotion
A-grief-05,B-loathing-d3-v2,grief,loathing,anger,false,35,0.8571,a,crossset_diff_emotion
A-grief-05,B-amazement-d3-v2,grief,amazement,awe,false,35,0.8571,a,crossset_diff_emotion
A-grief-05,B-admiration-d3-v2,grief,admiration,perseverance,false,35,0.8571,a,crossset_diff_emotion
A-grief-05,B-vigilance-d3-v2,grief,vigilance,tension,false,35,0.8571,a,crossset_diff_emotion
A-terror-05,B-rage-d3-v2,terror,rage,anger,false,35,0.8571,a,crossset_diff_emotion
A-terror-05,B-grief-d3-v2,terror,grief,grief,false,35,0.8571,a,crossset_diff_emotion
A-terror-05,B-ecstasy-d3-v2,terror,ecstasy,awe,false,35,0.8571,a,crossset_diff_emotion
A-rage-05,B-rage-d3-v3,rage,rage,anger,true,38,0.9286,a,crossset_same_emotion
A-grief-05,B-grief-d3-v3,grief,grief,sadness,true,38,0.9286,a,crossset_same_emotion
A-terror-05,B-terror-d3-v3,terror,terror,fear,true,38,0.9286,a,crossset_same_emotion
A-ecstasy-05,B-ecstasy-d3-v3,ecstasy,ecstasy,excitement,false,38,0.9286,a,crossset_same_emotion
A-loathing-05,B-loathing-d3-v3,loathing,loathing,anger,false,38,0.9286,a,crossset_same_emotion
A-amazement-05,B-amazement-d3-v3,amazement,amazement,relief,false,38,0.9286,a,crossset_same_emotion
A-admiration-05,B-admiration-d3-v3,admiration,admiration,determination,false,38,0.9286,a,crossset_same_emotion
A-vigilance-05,B-vigilance-d3-v3,vigilance,vigilance,fear,false,38,0.9286,a,crossset_same_emotion
A-rage-08,B-grief-d2-v2,rage,grief,sadness,false,38,0.9286,a,crossset_diff_emotion
A-rage-08,B-terror-d2-v2,rage,terror,anxiety,false,38,0.9286,a,crossset_diff_emotion
A-rage-08,B-ecstasy-d2-v2,rage,ecstasy,relief,false,38,0.9286,a,crossset_diff_emotion
A-rage-08,B-loathing-d2-v2,rage,loathing,disgust,false,38,0.9286,a,crossset_diff_emotion
A-rage-08,B-amazement-d2-v2,rage,amazement,awe,false,38,0.9286,a,crossset_diff_emotion
A-rage-08,B-admiration-d2-v2,rage,admiration,sadness,false,38,0.9286,a,crossset_diff_emotion
A-rage-08,B-vigilance-d2-v2,rage,vigilance,anticipation,false,38,0.9286,a,crossset_diff_emotion
A-grief-08,B-rage-d2-v2,grief,rage,anger,false,38,0.9286,a,crossset_diff_emotion
A-grief-08,B-terror-d2-v2,grief,terror,anxiety,false,38,0.9286,a,crossset_diff_emotion
A-grief-08,B-ecstasy-d2-v2,grief,ecstasy,relief,false,38,0.9286,a,crossset_diff_emotion
A-grief-08,B-loathing-d2-v2,grief,loathing,disgust,false,38,0.9286,a,crossset_diff_emotion
A-grief-08,B-amazement-d2-v2,grief,amazement,awe,false,38,0.9286,a,crossset_diff_emotion
A-grief-08,B-admiration-d2-v2,grief,admiration,sadness,true,38,0.9286,a,crossset_diff_emotion
A-grief-08,B-vigilance-d2-v2,grief,vigilance,anticipation,false,38,0.9286,a,crossset_diff_emotion
A-terror-08,B-rage-d2-v2,terror,rage,anger,false,38,0.9286,a,crossset_diff_emotion
A-terror-08,B-grief-d2-v2,terror,grief,sadness,false,38,0.9286,a,crossset_diff_emotion
A-terror-08,B-ecstasy-d2-v2,terror,ecstasy,relief,false,38,0.9286,a,crossset_diff_emotion
