source_id,target_id,source_emotion,target_emotion,patched_pred,success,layer,norm_depth,act_type,condition
A-terror-06,B-ecstasy-d3-v3,terror,ecstasy,excitement,false,7,0.1905,h,crossset_diff_emotion
A-rage-02,B-rage-d3-v1,rage,rage,anger,true,15,0.381,h,crossset_same_emotion
A-grief-02,B-grief-d3-v1,grief,grief,anger,false,15,0.381,h,crossset_same_emotion
A-terror-02,B-terror-d3-v1,terror,terror,fear,true,15,0.381,h,crossset_same_emotion
A-ecstasy-02,B-ecstasy-d3-v1,ecstasy,ecstasy,joy,true,15,0.381,h,crossset_same_emotion
A-loathing-02,B-loathing-d3-v1,loathing,loathing,anger,false,15,0.381,h,crossset_same_emotion
A-amazement-02,B-amazement-d3-v1,amazement,amazement,pride,false,15,0.381,h,crossset_same_emotion
A-admiration-02,B-admiration-d3-v1,admiration,admiration,pride,true,15,0.381,h,crossset_same_emotion
A-vigilance-02,B-vigilance-d3-v1,vigilance,vigilance,anticipation,true,15,0.381,h,crossset_same_emotion
A-rage-01,B-grief-d1-v2,rage,grief,sadness,false,15,0.381,h,crossset_diff_emotion
A-rage-01,B-terror-d1-v2,rage,terror,fear,false,15,0.381,h,crossset_diff_emotion
A-rage-01,B-ecstasy-d1-v2,rage,ecstasy,fear,false,15,0.381,h,crossset_diff_emotion
A-rage-01,B-loathing-d1-v2,rage,loathing,anger,true,15,0.381,h,crossset_diff_emotion
A-rage-01,B-amazement-d1-v2,rage,amazement,fear,false,15,0.381,h,crossset_diff_emotion
A-rage-01,B-admiration-d1-v2,rage,admiration,pride,false,15,0.381,h,crossset_diff_emotion
A-rage-01,B-vigilance-d1-v2,rage,vigilance,fear,false,15,0.381,h,crossset_diff_emotion
A-grief-01,B-rage-d1-v2,grief,rage,anger,false,15,0.381,h,crossset_diff_emotion
A-grief-01,B-terror-d1-v2,grief,terror,fear,false,15,0.381,h,crossset_diff_emotion
A-grief-01,B-ecstasy-d1-v2,grief,ecstasy,fear,false,15,0.381,h,crossset_diff_emotion
A-grief-01,B-loathing-d1-v2,grief,loathing,anger,false,15,0.381,h,crossset_diff_emotion
A-grief-01,B-amazement-d1-v2,grief,amazement,fear,false,15,0.381,h,crossset_diff_emotion
A-grief-01,B-admiration-d1-v2,grief,admiration,pride,false,15,0.381,h,crossset_diff_emotion
A-grief-01,B-vigilance-d1-v2,grief,vigilance,fear,false,15,0.381,h,crossset_diff_emotion
A-terror-01,B-rage-d1-v2,terror,rage,anger,false,15,0.381,h,crossset_diff_emotion
A-terror-01,B-grief-d1-v2,terror,grief,sadness,false,15,0.381,h,crossset_diff_emotion
A-terror-01,B-ecstasy-d1-v2,terror,ecstasy,fear,true,15,0.381,h,crossset_diff_emotion
A-rage-03,B-rage-d2-v4,rage,rage,anger,true,22,0.5476,h,crossset_same_emotion
A-grief-03,B-grief-d2-v4,grief,grief,sadness,true,22,0.5476,h,crossset_same_emotion
A-terror-03,B-terror-d2-v4,terror,terror,fear,true,22,0.5476,h,crossset_same_emotion
A-ecstasy-03,B-ecstasy-d2-v4,ecstasy,ecstasy,happiness,true,22,0.5476,h,crossset_same_emotion
A-loathing-03,B-loathing-d2-v4,loathing,loathing,anger,false,22,0.5476,h,crossset_same_emotion
A-amazement-03,B-amazement-d2-v4,amazement,amazement,relief,false,22,0.5476,h,crossset_same_emotion
A-admiration-03,B-admiration-d2-v4,admiration,admiration,gratitude,false,22,0.5476,h,crossset_same_emotion
A-vigilance-03,B-vigilance-d2-v4,vigilance,vigilance,fear,false,22,0.5476,h,crossset_same_emotion
A-rage-04,B-grief-d2-v2,rage,grief,sadness,false,22,0.5476,h,crossset_diff_emotion
A-rage-04,B-terror-d2-v2,rage,terror,fear,false,22,0.5476,h,crossset_diff_emotion
A-rage-04,B-ecstasy-d2-v2,rage,ecstasy,happiness,false,22,0.5476,h,crossset_diff_emotion
A-rage-04,B-loathing-d2-v2,rage,loathing,disgust,false,22,0.5476,h,crossset_diff_emotion
A-rage-04,B-amazement-d2-v2,rage,amazement,anger,true,22,0.5476,h,crossset_diff_emotion
A-rage-04,B-admiration-d2-v2,rage,admiration,sadness,false,22,0.5476,h,crossset_diff_emotion
A-rage-04,B-vigilance-d2-v2,rage,vigilance,anger,true,22,0.5476,h,crossset_diff_emotion
A-grief-04,B-rage-d2-v2,grief,rage,anger,false,22,0.5476,h,crossset_diff_emotion
A-grief-04,B-terror-d2-v2,grief,terror,fear,false,22,0.5476,h,crossset_diff_emotion
A-grief-04,B-ecstasy-d2-v2,grief,ecstasy,joy,false,22,0.5476,h,crossset_diff_emotion
A-grief-04,B-loathing-d2-v2,grief,loathing,disgust,false,22,0.5476,h,crossset_diff_emotion
A-grief-04,B-amazement-d2-v2,grief,amazement,sadness,true,22,0.5476,h,crossset_diff_emotion
A-grief-04,B-admiration-d2-v2,grief,admiration,sadness,true,22,0.5476,h,crossset_diff_emotion
A-grief-04,B-vigilance-d2-v2,grief,vigilance,fear,false,22,0.5476,h,crossset_diff_emotion
A-terror-04,B-rage-d2-v2,terror,rage,fear,true,22,0.5476,h,crossset_diff_emotion
A-terror-04,B-grief-d2-v2,terror,grief,fear,true,22,0.5476,h,crossset_diff_emotion
A-terror-04,B-ecstasy-d2-v2,terror,ecstasy,fear,true,22,0.5476,h,crossset_diff_emotion
A-rage-05,B-rage-d3-v3,rage,rage,anger,true,26,0.6429,h,crossset_same_emotion
A-grief-05,B-grief-d3-v3,grief,grief,sadness,true,26,0.6429,h,crossset_same_emotion
A-terror-05,B-terror-d3-v3,terror,terror,fear,true,26,0.6429,h,crossset_same_emotion
A-ecstasy-05,B-ecstasy-d3-v3,ecstasy,ecstasy,joy,true,26,0.6429,h,crossset_same_emotion
A-loathing-05,B-loathing-d3-v3,loathing,loathing,disgust,true,26,0.6429,h,crossset_same_emotion
A-amazement-05,B-amazement-d3-v3,amazement,amazement,surprise,true,26,0.6429,h,crossset_same_emotion
A-admiration-05,B-admiration-d3-v3,admiration,admiration,joy,false,26,0.6429,h,crossset_same_emotion
A-vigilance-05,B-vigilance-d3-v3,vigilance,vigilance,anxiety,true,26,0.6429,h,crossset_same_emotion
A-rage-09,B-grief-d2-v4,rage,grief,anger,true,26,0.6429,h,crossset_diff_emotion
A-rage-09,B-terror-d2-v4,rage,terror,anger,true,26,0.6429,h,crossset_diff_emotion
A-rage-09,B-ecstasy-d2-v4,rage,ecstasy,anger,true,26,0.6429,h,crossset_diff_emotion
A-rage-09,B-loathing-d2-v4,rage,loathing,anger,true,26,0.6429,h,crossset_diff_emotion
A-rage-09,B-amazement-d2-v4,rage,amazement,anger,true,26,0.6429,h,crossset_diff_emotion
A-rage-09,B-admiration-d2-v4,rage,admiration,anger,true,26,0.6429,h,crossset_diff_emotion
A-rage-09,B-vigilance-d2-v4,rage,vigilance,anger,true,26,0.6429,h,crossset_diff_emotion
A-grief-09,B-rage-d2-v4,grief,rage,sadness,true,26,0.6429,h,crossset_diff_emotion
A-grief-09,B-terror-d2-v4,grief,terror,sadness,true,26,0.6429,h,crossset_diff_emotion
A-grief-09,B-ecstasy-d2-v4,grief,ecstasy,sadness,true,26,0.6429,h,crossset_diff_emotion
A-grief-09,B-loathing-d2-v4,grief,loathing,sadness,true,26,0.6429,h,crossset_diff_emotion
A-grief-09,B-amazement-d2-v4,grief,amazement,sadness,true,26,0.6429,h,crossset_diff_emotion
A-grief-09,B-admiration-d2-v4,grief,admiration,sadness,true,26,0.6429,h,crossset_diff_emotion
A-grief-09,B-vigilance-d2-v4,grief,vigilance,sadness,true,26,0.6429,h,crossset_diff_emotion
A-terror-09,B-rage-d2-v4,terror,rage,fear,true,26,0.6429,h,crossset_diff_emotion
A-terror-09,B-grief-d2-v4,terror,grief,fear,true,26,0.6429,h,crossset_diff_emotion
A-terror-09,B-ecstasy-d2-v4,terror,ecstasy,fear,true,26,0.6429,h,crossset_diff_emotion
A-rage-08,B-rage-d2-v4,rage,rage,anger,true,29,0.7143,h,crossset_same_emotion
A-grief-08,B-grief-d2-v4,grief,grief,sadness,true,29,0.7143,h,crossset_same_emotion
A-terror-08,B-terror-d2-v4,terror,terror,fear,true,29,0.7143,h,crossset_same_emotion
A-ecstasy-08,B-ecstasy-d2-v4,ecstasy,ecstasy,joy,true,29,0.7143,h,crossset_same_emotion
A-loathing-08,B-loathing-d2-v4,loathing,loathing,disgust,true,29,0.7143,h,crossset_same_emotion
A-amazement-08,B-amazement-d2-v4,amazement,amazement,joy,false,29,0.7143,h,crossset_same_emotion
A-admiration-08,B-admiration-d2-v4,admiration,admiration,trust,false,29,0.7143,h,crossset_same_emotion
A-vigilance-08,B-vigilance-d2-v4,vigilance,vigilance,anxiety,true,29,0.7143,h,crossset_same_emotion
A-rage-07,B-grief-d2-v4,rage,grief,anger,true,29,0.7143,h,crossset_diff_emotion
A-rage-07,B-terror-d2-v4,rage,terror,anger,true,29,0.7143,h,crossset_diff_emotion
A-rage-07,B-ecstasy-d2-v4,rage,ecstasy,anger,true,29,0.7143,h,crossset_diff_emotion
A-rage-07,B-loathing-d2-v4,rage,loathing,anger,true,29,0.7143,h,crossset_diff_emotion
A-rage-07,B-amazement-d2-v4,rage,amazement,anger,true,29,0.7143,h,crossset_diff_emotion
A-rage-07,B-admiration-d2-v4,rage,admiration,anger,true,29,0.7143,h,crossset_diff_emotion
A-rage-07,B-vigilance-d2-v4,rage,vigilance,anger,true,29,0.7143,h,crossset_diff_emotion
A-grief-07,B-rage-d2-v4,grief,rage,sadness,true,29,0.7143,h,crossset_diff_emotion
A-grief-07,B-terror-d2-v4,grief,terror,sadness,true,29,0.7143,h,crossset_diff_emotion
A-grief-07,B-ecstasy-d2-v4,grief,ecstasy,sadness,true,29,0.7143,h,crossset_diff_emotion
A-grief-07,B-loathing-d2-v4,grief,loathing,sadness,true,29,0.7143,h,crossset_diff_emotion
A-grief-07,B-amazement-d2-v4,grief,amazement,sadness,true,29,0.7143,h,crossset_diff_emotion
A-grief-07,B-admiration-d2-v4,grief,admiration,sadness,true,29,0.7143,h,crossset_diff_emotion
A-grief-07,B-vigilance-d2-v4,grief,vigilance,sadness,true,29,0.7143,h,crossset_diff_emotion
A-terror-07,B-rage-d2-v4,terror,rage,fear,true,29,0.7143,h,crossset_diff_emotion
A-terror-07,B-grief-d2-v4,terror,grief,fear,true,29,0.7143,h,crossset_diff_emotion
A-terror-07,B-ecstasy-d2-v4,terror,ecstasy,fear,true,29,0.7143,h,crossset_diff_emotion
A-rage-05,B-rage-d2-v4,rage,rage,anger,true,32,0.7857,h,crossset_same_emotion
A-grief-05,B-grief-d2-v4,grief,grief,sadness,true,32,0.7857,h,crossset_same_emotion
A-terror-05,B-terror-d2-v4,terror,terror,anger,false,32,0.7857,h,crossset_same_emotion
A-ecstasy-05,B-ecstasy-d2-v4,ecstasy,ecstasy,joy,true,32,0.7857,h,crossset_same_emotion
A-loathing-05,B-loathing-d2-v4,loathing,loathing,disgust,true,32,0.7857,h,crossset_same_emotion
A-amazement-05,B-amazement-d2-v4,amazement,amazement,surprise,true,32,0.7857,h,crossset_same_emotion
A-admiration-05,B-admiration-d2-v4,admiration,admiration,trust,false,32,0.7857,h,crossset_same_emotion
A-vigilance-05,B-vigilance-d2-v4,vigilance,vigilance,anxiety,true,32,0.7857,h,crossset_same_emotion
A-rage-03,B-grief-d2-v3,rage,grief,anger,true,32,0.7857,h,crossset_diff_emotion
A-rage-03,B-terror-d2-v3,rage,terror,anger,true,32,0.7857,h,crossset_diff_emotion
A-rage-03,B-ecstasy-d2-v3,rage,ecstasy,anger,true,32,0.7857,h,crossset_diff_emotion
A-rage-03,B-loathing-d2-v3,rage,loathing,anger,true,32,0.7857,h,crossset_diff_emotion
A-rage-03,B-amazement-d2-v3,rage,amazement,anger,true,32,0.7857,h,crossset_diff_emotion
A-rage-03,B-admiration-d2-v3,rage,admiration,anger,true,32,0.7857,h,crossset_diff_emotion
A-rage-03,B-vigilance-d2-v3,rage,vigilance,anger,true,32,0.7857,h,crossset_diff_emotion
A-grief-03,B-rage-d2-v3,grief,rage,sadness,true,32,0.7857,h,crossset_diff_emotion
A-grief-03,B-terror-d2-v3,grief,terror,sadness,true,32,0.7857,h,crossset_diff_emotion
A-grief-03,B-ecstasy-d2-v3,grief,ecstasy,sadness,true,32,0.7857,h,crossset_diff_emotion
A-grief-03,B-loathing-d2-v3,grief,loathing,sadness,true,32,0.7857,h,crossset_diff_emotion
A-grief-03,B-amazement-d2-v3,grief,amazement,sadness,true,32,0.7857,h,crossset_diff_emotion
A-grief-03,B-admiration-d2-v3,grief,admiration,sadness,true,32,0.7857,h,crossset_diff_emotion
A-grief-03,B-vigilance-d2-v3,grief,vigilance,sadness,true,32,0.7857,h,crossset_diff_emotion
A-terror-03,B-rage-d2-v3,terror,rage,fear,true,32,0.7857,h,crossset_diff_emotion
A-terror-03,B-grief-d2-v3,terror,grief,fear,true,32,0.7857,h,crossset_diff_emotion
A-terror-03,B-ecstasy-d2-v3,terror,ecstasy,fear,true,32,0.7857,h,crossset_diff_emotion
A-rage-08,B-rage-d3-v4,rage,rage,anger,true,35,0.8571,h,crossset_same_emotion
A-grief-08,B-grief-d3-v4,grief,grief,sadness,true,35,0.8571,h,crossset_same_emotion
A-terror-08,B-terror-d3-v4,terror,terror,fear,true,35,0.8571,h,crossset_same_emotion
A-ecstasy-08,B-ecstasy-d3-v4,ecstasy,ecstasy,joy,true,35,0.8571,h,crossset_same_emotion
A-loathing-08,B-loathing-d3-v4,loathing,loathing,disgust,true,35,0.8571,h,crossset_same_emotion
A-amazement-08,B-amazement-d3-v4,amazement,amazement,joy,false,35,0.8571,h,crossset_same_emotion
A-admiration-08,B-admiration-d3-v4,admiration,admiration,trust,false,35,0.8571,h,crossset_same_emotion
A-vigilance-08,B-vigilance-d3-v4,vigilance,vigilance,anxiety,true,35,0.8571,h,crossset_same_emotion
A-rage-05,B-grief-d3-v2,rage,grief,anger,true,35,0.8571,h,crossset_diff_emotion
A-rage-05,B-terror-d3-v2,rage,terror,anger,true,35,0.8571,h,crossset_diff_emotion
A-rage-05,B-ecstasy-d3-v2,rage,ecstasy,anger,true,35,0.8571,h,crossset_diff_emotion
A-rage-05,B-loathing-d3-v2,rage,loathing,anger,true,35,0.8571,h,crossset_diff_emotion
A-rage-05,B-amazement-d3-v2,rage,amazement,anger,true,35,0.8571,h,crossset_diff_emotion
A-rage-05,B-admiration-d3-v2,rage,admiration,anger,true,35,0.8571,h,crossset_diff_emotion
A-rage-05,B-vigilance-d3-v2,rage,vigilance,anger,true,35,0.8571,h,crossset_diff_emotion
A-grief-05,B-rage-d3-v2,grief,rage,sadness,true,35,0.8571,h,crossset_diff_emotion
A-grief-05,B-terror-d3-v2,grief,terror,sadness,true,35,0.8571,h,crossset_diff_emotion
A-grief-05,B-ecstasy-d3-v2,grief,ecstasy,sadness,true,35,0.8571,h,crossset_diff_emotion
A-grief-05,B-loathing-d3-v2,grief,loathing,sadness,true,35,0.8571,h,crossset_diff_emotion
A-grief-05,B-amazement-d3-v2,grief,amazement,sadness,true,35,0.8571,h,crossset_diff_emotion
A-grief-05,B-admiration-d3-v2,grief,admiration,sadness,true,35,0.8571,h,crossset_diff_emotion
A-grief-05,B-vigilance-d3-v2,grief,vigilance,sadness,true,35,0.8571,h,crossset_diff_emotion
A-terror-05,B-rage-d3-v2,terror,rage,anger,false,35,0.8571,h,crossset_diff_emotion
A-terror-05,B-grief-d3-v2,terror,grief,anger,false,35,0.8571,h,crossset_diff_emotion
A-terror-05,B-ecstasy-d3-v2,terror,ecstasy,anger,false,35,0.8571,h,crossset_diff_emotion
A-rage-05,B-rage-d3-v3,rage,rage,anger,true,38,0.9286,h,crossset_same_emotion
A-grief-05,B-grief-d3-v3,grief,grief,sadness,true,38,0.9286,h,crossset_same_emotion
A-terror-05,B-terror-d3-v3,terror,terror,anger,false,38,0.9286,h,crossset_same_emotion
A-ecstasy-05,B-ecstasy-d3-v3,ecstasy,ecstasy,joy,true,38,0.9286,h,crossset_same_emotion
A-loathing-05,B-loathing-d3-v3,loathing,loathing,disgust,true,38,0.9286,h,crossset_same_emotion
A-amazement-05,B-amazement-d3-v3,amazement,amazement,surprise,true,38,0.9286,h,crossset_same_emotion
A-admiration-05,B-admiration-d3-v3,admiration,admiration,trust,false,38,0.9286,h,crossset_same_emotion
A-vigilance-05,B-vigilance-d3-v3,vigilance,vigilance,anxiety,true,38,0.9286,h,crossset_same_emotion
A-rage-08,B-grief-d2-v2,rage,grief,anger,true,38,0.9286,h,crossset_diff_emotion
A-rage-08,B-terror-d2-v2,rage,terror,anger,true,38,0.9286,h,crossset_diff_emotion
A-rage-08,B-ecstasy-d2-v2,rage,ecstasy,anger,true,38,0.9286,h,crossset_diff_emotion
A-rage-08,B-loathing-d2-v2,rage,loathing,anger,true,38,0.9286,h,crossset_diff_emotion
A-rage-08,B-amazement-d2-v2,rage,amazement,anger,true,38,0.9286,h,crossset_diff_emotion
A-rage-08,B-admiration-d2-v2,rage,admiration,anger,true,38,0.9286,h,crossset_diff_emotion
A-rage-08,B-vigilance-d2-v2,rage,vigilance,anger,true,38,0.9286,h,crossset_diff_emotion
A-grief-08,B-rage-d2-v2,grief,rage,sadness,true,38,0.9286,h,crossset_diff_emotion
A-grief-08,B-terror-d2-v2,grief,terror,sadness,true,38,0.9286,h,crossset_diff_emotion
A-grief-08,B-ecstasy-d2-v2,grief,ecstasy,sadness,true,38,0.9286,h,crossset_diff_emotion
A-grief-08,B-loathing-d2-v2,grief,loathing,sadness,true,38,0.9286,h,crossset_diff_emotion
A-grief-08,B-amazement-d2-v2,grief,amazement,sadness,true,38,0.9286,h,crossset_diff_emotion
A-grief-08,B-admiration-d2-v2,grief,admiration,sadness,true,38,0.9286,h,crossset_diff_emotion
A-grief-08,B-vigilance-d2-v2,grief,vigilance,sadness,true,38,0.9286,h,crossset_diff_emotion
A-terror-08,B-rage-d2-v2,terror,rage,fear,true,38,0.9286,h,crossset_diff_emotion
A-terror-08,B-grief-d2-v2,terror,grief,fear,true,38,0.9286,h,crossset_diff_emotion
A-terror-08,B-ecstasy-d2-v2,terror,ecstasy,fear,true,38,0.9286,h,crossset_diff_emotion
