source_id,target_id,source_emotion,target_emotion,patched_pred,success,layer,norm_depth,act_type,condition
A-grief-03,B-terror-d3-v1,grief,terror,fear,false,11,0.375,h,crossset_diff_emotion
A-grief-03,B-ecstasy-d3-v1,grief,ecstasy,excitement,false,11,0.375,h,crossset_diff_emotion
A-grief-03,B-loathing-d3-v1,grief,loathing,shame,false,11,0.375,h,crossset_diff_emotion
A-grief-03,B-amazement-d3-v1,grief,amazement,surprise,false,11,0.375,h,crossset_diff_emotion
A-grief-03,B-admiration-d3-v1,grief,admiration,pride,false,11,0.375,h,crossset_diff_emotion
A-grief-03,B-vigilance-d3-v1,grief,vigilance,focus,false,11,0.375,h,crossset_diff_emotion
A-terror-03,B-rage-d3-v1,terror,rage,shock,false,11,0.375,h,crossset_diff_emotion
A-terror-03,B-grief-d3-v1,terror,grief,anxiety,true,11,0.375,h,crossset_diff_emotion
A-terror-03,B-ecstasy-d3-v1,terror,ecstasy,excitement,false,11,0.375,h,crossset_diff_emotion
A-rage-07,B-rage-d3-v1,rage,rage,anger,true,16,0.5312,h,crossset_same_emotion
A-grief-07,B-grief-d3-v1,grief,grief,sadness,true,16,0.5312,h,crossset_same_emotion
A-terror-07,B-terror-d3-v1,terror,terror,fear,true,16,0.5312,h,crossset_same_emotion
A-ecstasy-07,B-ecstasy-d3-v1,ecstasy,ecstasy,joy,true,16,0.5312,h,crossset_same_emotion
A-loathing-07,B-loathing-d3-v1,loathing,loathing,sadness,false,16,0.5312,h,crossset_same_emotion
A-amazement-07,B-amazement-d3-v1,amazement,amazement,surprise,true,16,0.5312,h,crossset_same_emotion
A-admiration-07,B-admiration-d3-v1,admiration,admiration,relief,false,16,0.5312,h,crossset_same_emotion
A-vigilance-07,B-vigilance-d3-v1,vigilance,vigilance,anxiety,true,16,0.5312,h,crossset_same_emotion
A-rage-09,B-grief-d3-v3,rage,grief,sadness,false,16,0.5312,h,crossset_diff_emotion
A-rage-09,B-terror-d3-v3,rage,terror,frustration,true,16,0.5312,h,crossset_diff_emotion
A-rage-09,B-ecstasy-d3-v3,rage,ecstasy,frustration,true,16,0.5312,h,crossset_diff_emotion
A-rage-09,B-loathing-d3-v3,rage,loathing,anger,true,16,0.5312,h,crossset_diff_emotion
A-rage-09,B-amazement-d3-v3,rage,amazement,frustration,true,16,0.5312,h,crossset_diff_emotion
A-rage-09,B-admiration-d3-v3,rage,admiration,frustration,true,16,0.5312,h,crossset_diff_emotion
A-rage-09,B-vigilance-d3-v3,rage,vigilance,frustration,true,16,0.5312,h,crossset_diff_emotion
A-grief-09,B-rage-d3-v3,grief,rage,sadness,true,16,0.5312,h,crossset_diff_emotion
A-grief-09,B-terror-d3-v3,grief,terror,sadness,true,16,0.5312,h,crossset_diff_emotion
A-grief-09,B-ecstasy-d3-v3,grief,ecstasy,sadness,true,16,0.5312,h,crossset_diff_emotion
A-grief-09,B-loathing-d3-v3,grief,loathing,sadness,true,16,0.5312,h,crossset_diff_emotion
A-grief-09,B-amazement-d3-v3,grief,amazement,sadness,true,16,0.5312,h,crossset_diff_emotion
A-grief-09,B-admiration-d3-v3,grief,admiration,sadness,true,16,0.5312,h,crossset_diff_emotion
A-grief-09,B-vigilance-d3-v3,grief,vigilance,sadness,true,16,0.5312,h,crossset_diff_emotion
A-terror-09,B-rage-d3-v3,terror,rage,anxiety,true,16,0.5312,h,crossset_diff_emotion
A-terror-09,B-grief-d3-v3,terror,grief,anxiety,true,16,0.5312,h,crossset_diff_emotion
A-terror-09,B-ecstasy-d3-v3,terror,ecstasy,anxiety,true,16,0.5312,h,crossset_diff_emotion
A-rage-04,B-rage-d3-v4,rage,rage,anger,true,19,0.625,h,crossset_same_emotion
A-grief-04,B-grief-d3-v4,grief,grief,sadness,true,19,0.625,h,crossset_same_emotion
A-terror-04,B-terror-d3-v4,terror,terror,relief,false,19,0.625,h,crossset_same_emotion
A-ecstasy-04,B-ecstasy-d3-v4,ecstasy,ecstasy,joy,true,19,0.625,h,crossset_same_emotion
A-loathing-04,B-loathing-d3-v4,loathing,loathing,anger,false,19,0.625,h,crossset_same_emotion
A-amazement-04,B-amazement-d3-v4,amazement,amazement,surprise,true,19,0.625,h,crossset_same_emotion
A-admiration-04,B-admiration-d3-v4,admiration,admiration,gratitude,false,19,0.625,h,crossset_same_emotion
A-vigilance-04,B-vigilance-d3-v4,vigilance,vigilance,anxiety,true,19,0.625,h,crossset_same_emotion
A-rage-06,B-grief-d3-v4,rage,grief,anger,true,19,0.625,h,crossset_diff_emotion
A-rage-06,B-terror-d3-v4,rage,terror,anger,true,19,0.625,h,crossset_diff_emotion
A-rage-06,B-ecstasy-d3-v4,rage,ecstasy,anger,true,19,0.625,h,crossset_diff_emotion
A-rage-06,B-loathing-d3-v4,rage,loathing,anger,true,19,0.625,h,crossset_diff_emotion
A-rage-06,B-amazement-d3-v4,rage,amazement,anger,true,19,0.625,h,crossset_diff_emotion
A-rage-06,B-admiration-d3-v4,rage,admiration,anger,true,19,0.625,h,crossset_diff_emotion
A-rage-06,B-vigilance-d3-v4,rage,vigilance,anger,true,19,0.625,h,crossset_diff_emotion
A-grief-06,B-rage-d3-v4,grief,rage,concern,false,19,0.625,h,crossset_diff_emotion
A-grief-06,B-terror-d3-v4,grief,terror,concern,false,19,0.625,h,crossset_diff_emotion
A-grief-06,B-ecstasy-d3-v4,grief,ecstasy,concern,false,19,0.625,h,crossset_diff_emotion
A-grief-06,B-loathing-d3-v4,grief,loathing,concern,false,19,0.625,h,crossset_diff_emotion
A-grief-06,B-amazement-d3-v4,grief,amazement,concern,false,19,0.625,h,crossset_diff_emotion
A-grief-06,B-admiration-d3-v4,grief,admiration,concern,false,19,0.625,h,crossset_diff_emotion
A-grief-06,B-vigilance-d3-v4,grief,vigilance,concern,false,19,0.625,h,crossset_diff_emotion
A-terror-06,B-rage-d3-v4,terror,rage,fear,true,19,0.625,h,crossset_diff_emotion
A-terror-06,B-grief-d3-v4,terror,grief,fear,true,19,0.625,h,crossset_diff_emotion
A-terror-06,B-ecstasy-d3-v4,terror,ecstasy,fear,true,19,0.625,h,crossset_diff_emotion
A-rage-03,B-rage-d2-v4,rage,rage,anger,true,22,0.7188,h,crossset_same_emotion
A-grief-03,B-grief-d2-v4,grief,grief,grief,true,22,0.7188,h,crossset_same_emotion
A-terror-03,B-terror-d2-v4,terror,terror,fear,true,22,0.7188,h,crossset_same_emotion
A-ecstasy-03,B-ecstasy-d2-v4,ecstasy,ecstasy,relief,false,22,0.7188,h,crossset_same_emotion
A-loathing-03,B-loathing-d2-v4,loathing,loathing,anger,false,22,0.7188,h,crossset_same_emotion
A-amazement-03,B-amazement-d2-v4,amazement,amazement,surprise,true,22,0.7188,h,crossset_same_emotion
A-admiration-03,B-admiration-d2-v4,admiration,admiration,relief,false,22,0.7188,h,crossset_same_emotion
A-vigilance-03,B-vigilance-d2-v4,vigilance,vigilance,anxiety,true,22,0.7188,h,crossset_same_emotion
A-rage-04,B-grief-d2-v2,rage,grief,anger,true,22,0.7188,h,crossset_diff_emotion
A-rage-04,B-terror-d2-v2,rage,terror,anger,true,22,0.7188,h,crossset_diff_emotion
A-rage-04,B-ecstasy-d2-v2,rage,ecstasy,anger,true,22,0.7188,h,crossset_diff_emotion
A-rage-04,B-loathing-d2-v2,rage,loathing,anger,true,22,0.7188,h,crossset_diff_emotion
A-rage-04,B-amazement-d2-v2,rage,amazement,anger,true,22,0.7188,h,crossset_diff_emotion
A-rage-04,B-admiration-d2-v2,rage,admiration,anger,true,22,0.7188,h,crossset_diff_emotion
A-rage-04,B-vigilance-d2-v2,rage,vigilance,anger,true,22,0.7188,h,crossset_diff_emotion
A-grief-04,B-rage-d2-v2,grief,rage,sadness,true,22,0.7188,h,crossset_diff_emotion
A-grief-04,B-terror-d2-v2,grief,terror,sadness,true,22,0.7188,h,crossset_diff_emotion
A-grief-04,B-ecstasy-d2-v2,grief,ecstasy,sadness,true,22,0.7188,h,crossset_diff_emotion
A-grief-04,B-loathing-d2-v2,grief,loathing,sadness,true,22,0.7188,h,crossset_diff_emotion
A-grief-04,B-amazement-d2-v2,grief,amazement,sadness,true,22,0.7188,h,crossset_diff_emotion
A-grief-04,B-admiration-d2-v2,grief,admiration,sadness,true,22,0.7188,h,crossset_diff_emotion
A-grief-04,B-vigilance-d2-v2,grief,vigilance,sadness,true,22,0.7188,h,crossset_diff_emotion
A-terror-04,B-rage-d2-v2,terror,rage,relief,false,22,0.7188,h,crossset_diff_emotion
A-terror-04,B-grief-d2-v2,terror,grief,relief,false,22,0.7188,h,crossset_diff_emotion
A-terror-04,B-ecstasy-d2-v2,terror,ecstasy,relief,false,22,0.7188,h,crossset_diff_emotion
A-rage-01,B-rage-d3-v1,rage,rage,anger,true,24,0.7812,h,crossset_same_emotion
A-grief-01,B-grief-d3-v1,grief,grief,shame,false,24,0.7812,h,crossset_same_emotion
A-terror-01,B-terror-d3-v1,terror,terror,fear,true,24,0.7812,h,crossset_same_emotion
A-ecstasy-01,B-ecstasy-d3-v1,ecstasy,ecstasy,relief,false,24,0.7812,h,crossset_same_emotion
A-loathing-01,B-loathing-d3-v1,loathing,loathing,disgust,true,24,0.7812,h,crossset_same_emotion
A-amazement-01,B-amazement-d3-v1,amazement,amazement,surprise,true,24,0.7812,h,crossset_same_emotion
A-admiration-01,B-admiration-d3-v1,admiration,admiration,relief,false,24,0.7812,h,crossset_same_emotion
A-vigilance-01,B-vigilance-d3-v1,vigilance,vigilance,fear,false,24,0.7812,h,crossset_same_emotion
A-rage-04,B-grief-d3-v3,rage,grief,anger,true,24,0.7812,h,crossset_diff_emotion
A-rage-04,B-terror-d3-v3,rage,terror,anger,true,24,0.7812,h,crossset_diff_emotion
A-rage-04,B-ecstasy-d3-v3,rage,ecstasy,anger,true,24,0.7812,h,crossset_diff_emotion
A-rage-04,B-loathing-d3-v3,rage,loathing,anger,true,24,0.7812,h,crossset_diff_emotion
A-rage-04,B-amazement-d3-v3,rage,amazement,anger,true,24,0.7812,h,crossset_diff_emotion
A-rage-04,B-admiration-d3-v3,rage,admiration,anger,true,24,0.7812,h,crossset_diff_emotion
A-rage-04,B-vigilance-d3-v3,rage,vigilance,anger,true,24,0.7812,h,crossset_diff_emotion
A-grief-04,B-rage-d3-v3,grief,rage,sadness,true,24,0.7812,h,crossset_diff_emotion
A-grief-04,B-terror-d3-v3,grief,terror,sadness,true,24,0.7812,h,crossset_diff_emotion
A-grief-04,B-ecstasy-d3-v3,grief,ecstasy,sadness,true,24,0.7812,h,crossset_diff_emotion
A-grief-04,B-loathing-d3-v3,grief,loathing,sadness,true,24,0.7812,h,crossset_diff_emotion
A-grief-04,B-amazement-d3-v3,grief,amazement,sadness,true,24,0.7812,h,crossset_diff_emotion
A-grief-04,B-admiration-d3-v3,grief,admiration,sadness,true,24,0.7812,h,crossset_diff_emotion
A-grief-04,B-vigilance-d3-v3,grief,vigilance,sadness,true,24,0.7812,h,crossset_diff_emotion
A-terror-04,B-rage-d3-v3,terror,rage,relief,false,24,0.7812,h,crossset_diff_emotion
A-terror-04,B-grief-d3-v3,terror,grief,relief,false,24,0.7812,h,crossset_diff_emotion
A-terror-04,B-ecstasy-d3-v3,terror,ecstasy,relief,false,24,0.7812,h,crossset_diff_emotion
A-rage-05,B-rage-d3-v3,rage,rage,anger,true,26,0.8438,h,crossset_same_emotion
A-grief-05,B-grief-d3-v3,grief,grief,sadness,true,26,0.8438,h,crossset_same_emotion
A-terror-05,B-terror-d3-v3,terror,terror,fear,true,26,0.8438,h,crossset_same_emotion
A-ecstasy-05,B-ecstasy-d3-v3,ecstasy,ecstasy,joy,true,26,0.8438,h,crossset_same_emotion
A-loathing-05,B-loathing-d3-v3,loathing,loathing,disgust,true,26,0.8438,h,crossset_same_emotion
A-amazement-05,B-amazement-d3-v3,amazement,amazement,surprise,true,26,0.8438,h,crossset_same_emotion
A-admiration-05,B-admiration-d3-v3,admiration,admiration,relief,false,26,0.8438,h,crossset_same_emotion
A-vigilance-05,B-vigilance-d3-v3,vigilance,vigilance,anxiety,true,26,0.8438,h,crossset_same_emotion
A-rage-09,B-grief-d2-v4,rage,grief,frustration,true,26,0.8438,h,crossset_diff_emotion
A-rage-09,B-terror-d2-v4,rage,terror,frustration,true,26,0.8438,h,crossset_diff_emotion
A-rage-09,B-ecstasy-d2-v4,rage,ecstasy,frustration,true,26,0.8438,h,crossset_diff_emotion
A-rage-09,B-loathing-d2-v4,rage,loathing,anger,true,26,0.8438,h,crossset_diff_emotion
A-rage-09,B-amazement-d2-v4,rage,amazement,anger,true,26,0.8438,h,crossset_diff_emotion
A-rage-09,B-admiration-d2-v4,rage,admiration,frustration,true,26,0.8438,h,crossset_diff_emotion
A-rage-09,B-vigilance-d2-v4,rage,vigilance,anger,true,26,0.8438,h,crossset_diff_emotion
A-grief-09,B-rage-d2-v4,grief,rage,sadness,true,26,0.8438,h,crossset_diff_emotion
A-grief-09,B-terror-d2-v4,grief,terror,sadness,true,26,0.8438,h,crossset_diff_emotion
A-grief-09,B-ecstasy-d2-v4,grief,ecstasy,sadness,true,26,0.8438,h,crossset_diff_emotion
A-grief-09,B-loathing-d2-v4,grief,loathing,sadness,true,26,0.8438,h,crossset_diff_emotion
A-grief-09,B-amazement-d2-v4,grief,amazement,sadness,true,26,0.8438,h,crossset_diff_emotion
A-grief-09,B-admiration-d2-v4,grief,admiration,sadness,true,26,0.8438,h,crossset_diff_emotion
A-grief-09,B-vigilance-d2-v4,grief,vigilance,sadness,true,26,0.8438,h,crossset_diff_emotion
A-terror-09,B-rage-d2-v4,terror,rage,anxiety,true,26,0.8438,h,crossset_diff_emotion
A-terror-09,B-grief-d2-v4,terror,grief,anxiety,true,26,0.8438,h,crossset_diff_emotion
A-terror-09,B-ecstasy-d2-v4,terror,ecstasy,anxiety,true,26,0.8438,h,crossset_diff_emotion
A-rage-08,B-rage-d2-v4,rage,rage,anger,true,29,0.9375,h,crossset_same_emotion
A-grief-08,B-grief-d2-v4,grief,grief,sadness,true,29,0.9375,h,crossset_same_emotion
A-terror-08,B-terror-d2-v4,terror,terror,fear,true,29,0.9375,h,crossset_same_emotion
A-ecstasy-08,B-ecstasy-d2-v4,ecstasy,ecstasy,happiness,true,29,0.9375,h,crossset_same_emotion
A-loathing-08,B-loathing-d2-v4,loathing,loathing,disgust,true,29,0.9375,h,crossset_same_emotion
A-amazement-08,B-amazement-d2-v4,amazement,amazement,happiness,false,29,0.9375,h,crossset_same_emotion
A-admiration-08,B-admiration-d2-v4,admiration,admiration,trust,false,29,0.9375,h,crossset_same_emotion
A-vigilance-08,B-vigilance-d2-v4,vigilance,vigilance,anxiety,true,29,0.9375,h,crossset_same_emotion
A-rage-07,B-grief-d2-v4,rage,grief,anger,true,29,0.9375,h,crossset_diff_emotion
A-rage-07,B-terror-d2-v4,rage,terror,anger,true,29,0.9375,h,crossset_diff_emotion
A-rage-07,B-ecstasy-d2-v4,rage,ecstasy,anger,true,29,0.9375,h,crossset_diff_emotion
A-rage-07,B-loathing-d2-v4,rage,loathing,anger,true,29,0.9375,h,crossset_diff_emotion
A-rage-07,B-amazement-d2-v4,rage,amazement,anger,true,29,0.9375,h,crossset_diff_emotion
A-rage-07,B-admiration-d2-v4,rage,admiration,anger,true,29,0.9375,h,crossset_diff_emotion
A-rage-07,B-vigilance-d2-v4,rage,vigilance,anger,true,29,0.9375,h,crossset_diff_emotion
A-grief-07,B-rage-d2-v4,grief,rage,grief,true,29,0.9375,h,crossset_diff_emotion
A-grief-07,B-terror-d2-v4,grief,terror,sadness,true,29,0.9375,h,crossset_diff_emotion
A-grief-07,B-ecstasy-d2-v4,grief,ecstasy,grief,true,29,0.9375,h,crossset_diff_emotion
A-grief-07,B-loathing-d2-v4,grief,loathing,sadness,true,29,0.9375,h,crossset_diff_emotion
A-grief-07,B-amazement-d2-v4,grief,amazement,sadness,true,29,0.9375,h,crossset_diff_emotion
A-grief-07,B-admiration-d2-v4,grief,admiration,sadness,true,29,0.9375,h,crossset_diff_emotion
A-grief-07,B-vigilance-d2-v4,grief,vigilance,sadness,true,29,0.9375,h,crossset_diff_emotion
A-terror-07,B-rage-d2-v4,terror,rage,fear,true,29,0.9375,h,crossset_diff_emotion
A-terror-07,B-grief-d2-v4,terror,grief,fear,true,29,0.9375,h,crossset_diff_emotion
A-terror-07,B-ecstasy-d2-v4,terror,ecstasy,fear,true,29,0.9375,h,crossset_diff_emotion
