id,emotion,stimulus_set,domain,n_tokens_prompt,colon_token_idx,model_id,top5_predictions,correct,final_token_str,matched_control_id
B-ecstasy-d2-v2,ecstasy,B_clinical,2,183,182,gemma9b_base,"['happiness', 'joy', 'excitement', 'relief', 'Joy']",true,:,N-ecstasy-d2-c2
B-ecstasy-d2-v3,ecstasy,B_clinical,2,192,191,gemma9b_base,"['sadness', 'happiness', 'joy', 'relief', 'guilt']",true,:,N-ecstasy-d2-c3
B-ecstasy-d2-v4,ecstasy,B_clinical,2,177,176,gemma9b_base,"['happiness', 'joy', 'loneliness', 'relief', 'sadness']",true,:,N-ecstasy-d2-c4
B-ecstasy-d3-v1,ecstasy,B_clinical,3,186,185,gemma9b_base,"['joy', 'happiness', 'excitement', 'el', 'surprise']",true,:,N-ecstasy-d3-c1
B-ecstasy-d3-v2,ecstasy,B_clinical,3,181,180,gemma9b_base,"['wonder', 'awe', 'amazement', 'joy', 'excitement']",true,:,N-ecstasy-d3-c2
B-ecstasy-d3-v3,ecstasy,B_clinical,3,195,194,gemma9b_base,"['excitement', 'surprise', 'fear', 'shock', 'confusion']",false,:,N-ecstasy-d3-c3
B-ecstasy-d3-v4,ecstasy,B_clinical,3,201,200,gemma9b_base,"['excitement', 'curiosity', 'wonder', 'anticipation', 'awe']",false,:,N-ecstasy-d3-c4
B-grief-d1-v1,grief,B_clinical,1,160,159,gemma9b_base,"['sadness', 'grief', 'sorrow', 'loneliness', 'loss']",true,:,N-grief-d1-c1
B-grief-d1-v2,grief,B_clinical,1,146,145,gemma9b_base,"['sadness', 'grief', 'anger', 'fear', 'loneliness']",true,:,N-grief-d1-c2
B-grief-d1-v3,grief,B_clinical,1,164,163,gemma9b_base,"['sadness', 'anger', 'fear', 'anxiety', 'frustration']",true,:,N-grief-d1-c3
B-grief-d1-v4,grief,B_clinical,1,167,166,gemma9b_base,"['sadness', 'grief', 'fear', 'sorrow', 'horror']",true,:,N-grief-d1-c4
B-grief-d2-v1,grief,B_clinical,2,179,178,gemma9b_base,"['sadness', 'anger', 'grief', 'despair', 'disappointment']",true,:,N-grief-d2-c1
B-grief-d2-v2,grief,B_clinical,2,171,170,gemma9b_base,"['sadness', 'grief', 'sorrow', 'nostalgia', 'regret']",true,:,N-grief-d2-c2
B-grief-d2-v3,grief,B_clinical,2,164,163,gemma9b_base,"['sadness', 'sorrow', 'grief', 'melancholy', 'despair']",true,:,N-grief-d2-c3
B-grief-d2-v4,grief,B_clinical,2,177,176,gemma9b_base,"['sadness', 'anger', 'grief', 'sorrow', 'fear']",true,:,N-grief-d2-c4
B-grief-d3-v1,grief,B_clinical,3,169,168,gemma9b_base,"['anger', 'sadness', 'grief', 'fear', 'confusion']",true,:,N-grief-d3-c1
B-grief-d3-v2,grief,B_clinical,3,164,163,gemma9b_base,"['sadness', 'anger', 'grief', 'sorrow', 'loss']",true,:,N-grief-d3-c2
B-grief-d3-v3,grief,B_clinical,3,169,168,gemma9b_base,"['sadness', 'grief', 'fear', 'sorrow', 'anxiety']",true,:,N-grief-d3-c3
B-grief-d3-v4,grief,B_clinical,3,166,165,gemma9b_base,"['sadness', 'grief', 'fear', 'loneliness', 'sorrow']",true,:,N-grief-d3-c4
B-loathing-d1-v1,loathing,B_clinical,1,171,170,gemma9b_base,"['anger', 'disgust', 'guilt', 'outrage', 'shame']",true,:,N-loathing-d1-c1
B-loathing-d1-v2,loathing,B_clinical,1,188,187,gemma9b_base,"['anger', 'outrage', 'disgust', 'rage', 'fear']",true,:,N-loathing-d1-c2
B-loathing-d1-v3,loathing,B_clinical,1,191,190,gemma9b_base,"['anger', 'disgust', 'fear', 'outrage', 'Anger']",true,:,N-loathing-d1-c3
B-loathing-d1-v4,loathing,B_clinical,1,186,185,gemma9b_base,"['anger', 'betrayal', 'rage', 'sadness', 'Anger']",false,:,N-loathing-d1-c4
B-loathing-d2-v1,loathing,B_clinical,2,175,174,gemma9b_base,"['fear', 'disgust', 'horror', 'dread', 'anxiety']",true,:,N-loathing-d2-c1
B-loathing-d2-v2,loathing,B_clinical,2,200,199,gemma9b_base,"['disgust', 'fear', 'anger', 'rev', 'Dis']",true,:,N-loathing-d2-c2
B-loathing-d2-v3,loathing,B_clinical,2,218,217,gemma9b_base,"['fear', 'anxiety', 'worry', 'disgust', 'Fear']",true,:,N-loathing-d2-c3
B-loathing-d2-v4,loathing,B_clinical,2,198,197,gemma9b_base,"['disgust', 'fear', 'anger', 'anxiety', 'rev']",true,:,N-loathing-d2-c4
B-loathing-d3-v1,loathing,B_clinical,3,176,175,gemma9b_base,"['anger', 'betrayal', 'shame', 'shock', 'disgust']",true,:,N-loathing-d3-c1
B-loathing-d3-v2,loathing,B_clinical,3,170,169,gemma9b_base,"['anger', 'disgust', 'guilt', 'shame', 'disappointment']",true,:,N-loathing-d3-c2
B-loathing-d3-v3,loathing,B_clinical,3,179,178,gemma9b_base,"['anger', 'disgust', 'shame', 'shock', 'embarrassment']",true,:,N-loathing-d3-c3
B-loathing-d3-v4,loathing,B_clinical,3,194,193,gemma9b_base,"['anger', 'guilt', 'shame', 'rage', 'Anger']",false,:,N-loathing-d3-c4
B-rage-d1-v1,rage,B_clinical,1,156,155,gemma9b_base,"['anger', 'Anger', 'rage', 'sadness', 'frustration']",true,:,N-rage-d1-c1
B-rage-d1-v2,rage,B_clinical,1,167,166,gemma9b_base,"['anger', 'Anger', 'shock', 'rage', 'surprise']",true,:,N-rage-d1-c2
B-rage-d1-v3,rage,B_clinical,1,172,171,gemma9b_base,"['anger', 'sadness', 'Anger', 'rage', 'fear']",true,:,N-rage-d1-c3
B-rage-d1-v4,rage,B_clinical,1,177,176,gemma9b_base,"['anger', 'betrayal', 'shock', 'Anger', 'sadness']",true,:,N-rage-d1-c4
B-rage-d2-v1,rage,B_clinical,2,159,158,gemma9b_base,"['anger', 'frustration', 'fear', 'sadness', 'relief']",true,:,N-rage-d2-c1
B-rage-d2-v2,rage,B_clinical,2,168,167,gemma9b_base,"['anger', 'frustration', 'Anger', 'rage', 'outrage']",true,:,N-rage-d2-c2
B-rage-d2-v3,rage,B_clinical,2,178,177,gemma9b_base,"['anger', 'fear', 'frustration', 'Anger', 'sadness']",true,:,N-rage-d2-c3
B-rage-d2-v4,rage,B_clinical,2,166,165,gemma9b_base,"['anger', 'fear', 'guilt', 'sadness', 'shock']",true,:,N-rage-d2-c4
B-rage-d3-v1,rage,B_clinical,3,170,169,gemma9b_base,"['anger', 'fear', 'betrayal', 'shock', 'rage']",true,:,N-rage-d3-c1
B-rage-d3-v2,rage,B_clinical,3,157,156,gemma9b_base,"['fear', 'anger', 'anxiety', 'Fear', 'frustration']",true,:,N-rage-d3-c2
B-rage-d3-v3,rage,B_clinical,3,165,164,gemma9b_base,"['anger', 'envy', 'frustration', 'sadness', 'jealousy']",true,:,N-rage-d3-c3
B-rage-d3-v4,rage,B_clinical,3,182,181,gemma9b_base,"['anger', 'fear', 'anxiety', 'frustration', 'Fear']",true,:,N-rage-d3-c4
B-terror-d1-v1,terror,B_clinical,1,169,168,gemma9b_base,"['fear', 'Fear', 'terror', 'anxiety', 'horror']",true,:,N-terror-d1-c1
B-terror-d1-v2,terror,B_clinical,1,176,175,gemma9b_base,"['fear', 'anxiety', 'Fear', 'anger', 'terror']",true,:,N-terror-d1-c2
B-terror-d1-v3,terror,B_clinical,1,173,172,gemma9b_base,"['fear', 'anxiety', 'Fear', 'worry', 'terror']",true,:,N-terror-d1-c3
B-terror-d1-v4,terror,B_clinical,1,177,176,gemma9b_base,"['fear', 'Fear', 'anxiety', 'terror', 'anger']",true,:,N-terror-d1-c4
B-terror-d2-v1,terror,B_clinical,2,185,184,gemma9b_base,"['fear', 'anxiety', 'worry', 'Fear', 'sadness']",true,:,N-terror-d2-c1
B-terror-d2-v2,terror,B_clinical,2,183,182,gemma9b_base,"['fear', 'anxiety', 'worry', 'sadness', 'Fear']",true,:,N-terror-d2-c2
B-terror-d2-v3,terror,B_clinical,2,192,191,gemma9b_base,"['fear', 'anxiety', 'Fear', 'panic', 'worry']",true,:,N-terror-d2-c3
B-terror-d2-v4,terror,B_clinical,2,190,189,gemma9b_base,"['fear', 'anxiety', 'panic', 'worry', 'Fear']",true,:,N-terror-d2-c4
B-terror-d3-v1,terror,B_clinical,3,201,200,gemma9b_base,"['fear', 'Fear', 'anger', 'anxiety', 'terror']",true,:,N-terror-d3-c1
B-terror-d3-v2,terror,B_clinical,3,173,172,gemma9b_base,"['fear', 'anxiety', 'Fear', 'anger', 'worry']",true,:,N-terror-d3-c2
B-terror-d3-v3,terror,B_clinical,3,204,203,gemma9b_base,"['fear', 'Fear', 'terror', 'anxiety', 'horror']",true,:,N-terror-d3-c3
B-terror-d3-v4,terror,B_clinical,3,194,193,gemma9b_base,"['fear', 'anger', 'anxiety', 'Fear', 'terror']",true,:,N-terror-d3-c4
B-vigilance-d1-v1,vigilance,B_clinical,1,212,211,gemma9b_base,"['fear', 'anxiety', 'worry', 'concern', 'tension']",true,:,N-vigilance-d1-c1
B-vigilance-d1-v2,vigilance,B_clinical,1,212,211,gemma9b_base,"['fear', 'anxiety', 'worry', 'anger', 'Fear']",true,:,N-vigilance-d1-c2
B-vigilance-d1-v3,vigilance,B_clinical,1,214,213,gemma9b_base,"['fear', 'anxiety', 'worry', 'concern', 'anxious']",true,:,N-vigilance-d1-c3
B-vigilance-d1-v4,vigilance,B_clinical,1,197,196,gemma9b_base,"['fear', 'anxiety', 'worry', 'concern', 'panic']",true,:,N-vigilance-d1-c4
B-vigilance-d2-v1,vigilance,B_clinical,2,221,220,gemma9b_base,"['anxiety', 'fear', 'stress', 'nervousness', 'worry']",true,:,N-vigilance-d2-c1
B-vigilance-d2-v2,vigilance,B_clinical,2,206,205,gemma9b_base,"['anxiety', 'fear', 'anticipation', 'tension', 'suspense']",true,:,N-vigilance-d2-c2
B-vigilance-d2-v3,vigilance,B_clinical,2,205,204,gemma9b_base,"['excitement', 'anxiety', 'anticipation', 'fear', 'tension']",true,:,N-vigilance-d2-c3
B-vigilance-d2-v4,vigilance,B_clinical,2,217,216,gemma9b_base,"['concentration', 'anxiety', 'fear', 'determination', 'anticipation']",true,:,N-vigilance-d2-c4
B-vigilance-d3-v1,vigilance,B_clinical,3,231,230,gemma9b_base,"['anticipation', 'anxiety', 'fear', 'excitement', 'suspense']",true,:,N-vigilance-d3-c1
B-vigilance-d3-v2,vigilance,B_clinical,3,213,212,gemma9b_base,"['fear', 'anxiety', 'stress', 'tension', 'nervousness']",true,:,N-vigilance-d3-c2
B-vigilance-d3-v3,vigilance,B_clinical,3,228,227,gemma9b_base,"['fear', 'anxiety', 'Fear', 'anger', 'worry']",true,:,N-vigilance-d3-c3
B-vigilance-d3-v4,vigilance,B_clinical,3,227,226,gemma9b_base,"['fear', 'anxiety', 'suspicion', 'worry', 'anger']",true,:,N-vigilance-d3-c4
N-admiration-d1-c1,neutral,neutral,1,190,189,gemma9b_base,"['pride', 'anticipation', 'excitement', 'anxiety', 'joy']",false,:,B-admiration-d1-v1
N-admiration-d1-c2,neutral,neutral,1,177,176,gemma9b_base,"['boredom', 'none', 'neutral', 'neutrality', 'satisfaction']",false,:,B-admiration-d1-v2
N-admiration-d1-c3,neutral,neutral,1,191,190,gemma9b_base,"['boredom', 'pride', 'indifference', 'apathy', 'frustration']",false,:,B-admiration-d1-v3
N-admiration-d1-c4,neutral,neutral,1,189,188,gemma9b_base,"['boredom', 'none', 'pride', 'anger', 'joy']",false,:,B-admiration-d1-v4
N-admiration-d2-c1,neutral,neutral,2,187,186,gemma9b_base,"['boredom', 'indifference', 'satisfaction', 'none', 'apathy']",false,:,B-admiration-d2-v1
N-admiration-d2-c2,neutral,neutral,2,184,183,gemma9b_base,"['pride', 'anger', 'fear', 'frustration', 'anxiety']",false,:,B-admiration-d2-v2
N-admiration-d2-c3,neutral,neutral,2,199,198,gemma9b_base,"['boredom', 'pride', 'neutral', 'satisfaction', 'indifference']",false,:,B-admiration-d2-v3
N-admiration-d2-c4,neutral,neutral,2,190,189,gemma9b_base,"['boredom', 'pride', '', 'bored', 'happiness']",false,:,B-admiration-d2-v4
N-admiration-d3-c1,neutral,neutral,3,182,181,gemma9b_base,"['relief', 'anger', 'frustration', 'satisfaction', 'happiness']",false,:,B-admiration-d3-v1
N-admiration-d3-c2,neutral,neutral,3,185,184,gemma9b_base,"['excitement', 'relief', 'happiness', 'joy', 'pride']",false,:,B-admiration-d3-v2
N-admiration-d3-c3,neutral,neutral,3,200,199,gemma9b_base,"['disappointment', 'frustration', 'boredom', 'pride', 'contentment']",false,:,B-admiration-d3-v3
N-admiration-d3-c4,neutral,neutral,3,199,198,gemma9b_base,"['boredom', 'anxiety', 'fear', 'relief', 'sadness']",false,:,B-admiration-d3-v4
N-amazement-d1-c1,neutral,neutral,1,188,187,gemma9b_base,"['fear', 'calm', 'relief', 'curiosity', 'anxiety']",false,:,B-amazement-d1-v1
N-amazement-d1-c2,neutral,neutral,1,185,184,gemma9b_base,"['boredom', 'fear', 'excitement', 'calm', 'anxiety']",false,:,B-amazement-d1-v2
N-amazement-d1-c3,neutral,neutral,1,194,193,gemma9b_base,"['excitement', 'curiosity', 'happiness', 'boredom', 'anticipation']",false,:,B-amazement-d1-v3
N-amazement-d1-c4,neutral,neutral,1,198,197,gemma9b_base,"['calm', 'curiosity', 'anticipation', 'joy', 'calmness']",false,:,B-amazement-d1-v4
N-amazement-d2-c1,neutral,neutral,2,185,184,gemma9b_base,"['relief', 'pride', 'fear', 'safety', 'excitement']",false,:,B-amazement-d2-v1
N-amazement-d2-c2,neutral,neutral,2,183,182,gemma9b_base,"['boredom', 'indifference', 'pride', 'joy', 'none']",false,:,B-amazement-d2-v2
N-amazement-d2-c3,neutral,neutral,2,199,198,gemma9b_base,"['relief', 'boredom', 'joy', 'calm', 'happiness']",false,:,B-amazement-d2-v3
N-amazement-d2-c4,neutral,neutral,2,196,195,gemma9b_base,"['fear', 'excitement', 'boredom', 'anxiety', 'joy']",false,:,B-amazement-d2-v4
N-amazement-d3-c1,neutral,neutral,3,192,191,gemma9b_base,"['pride', 'joy', 'happiness', 'proud', 'confusion']",false,:,B-amazement-d3-v1
N-amazement-d3-c2,neutral,neutral,3,185,184,gemma9b_base,"['boredom', 'satisfaction', 'pride', 'none', 'indifference']",false,:,B-amazement-d3-v2
N-amazement-d3-c3,neutral,neutral,3,185,184,gemma9b_base,"['relief', 'boredom', 'none', 'satisfaction', 'indifference']",false,:,B-amazement-d3-v3
N-amazement-d3-c4,neutral,neutral,3,182,181,gemma9b_base,"['curiosity', 'pride', 'satisfaction', 'confusion', 'frustration']",false,:,B-amazement-d3-v4
N-ecstasy-d1-c1,neutral,neutral,1,189,188,gemma9b_base,"['relief', 'excitement', 'anxiety', 'anticipation', 'happiness']",false,:,B-ecstasy-d1-v1
N-ecstasy-d1-c2,neutral,neutral,1,162,161,gemma9b_base,"['anxiety', 'excitement', 'nervousness', 'anticipation', 'fear']",false,:,B-ecstasy-d1-v2
N-ecstasy-d1-c3,neutral,neutral,1,186,185,gemma9b_base,"['satisfaction', 'pride', 'excitement', 'contentment', 'calm']",false,:,B-ecstasy-d1-v3
N-ecstasy-d1-c4,neutral,neutral,1,168,167,gemma9b_base,"['excitement', 'anticipation', 'pride', 'joy', 'anxiety']",false,:,B-ecstasy-d1-v4
N-ecstasy-d2-c1,neutral,neutral,2,181,180,gemma9b_base,"['happiness', 'joy', 'relief', 'excitement', 'anticipation']",false,:,B-ecstasy-d2-v1
N-ecstasy-d2-c2,neutral,neutral,2,167,166,gemma9b_base,"['boredom', 'anger', 'indifference', 'frustration', 'neutral']",false,:,B-ecstasy-d2-v2
N-ecstasy-d2-c3,neutral,neutral,2,175,174,gemma9b_base,"['nostalgia', 'sadness', 'indifference', 'happiness', 'relief']",false,:,B-ecstasy-d2-v3
N-ecstasy-d2-c4,neutral,neutral,2,180,179,gemma9b_base,"['boredom', 'happiness', 'indifference', 'neutral', 'bored']",false,:,B-ecstasy-d2-v4
N-ecstasy-d3-c1,neutral,neutral,3,170,169,gemma9b_base,"['boredom', 'pride', 'relief', 'satisfaction', 'stress']",false,:,B-ecstasy-d3-v1
N-ecstasy-d3-c2,neutral,neutral,3,167,166,gemma9b_base,"['boredom', 'calm', 'fear', 'excitement', 'none']",false,:,B-ecstasy-d3-v2
N-ecstasy-d3-c3,neutral,neutral,3,167,166,gemma9b_base,"['boredom', 'none', 'excitement', 'joy', 'happiness']",false,:,B-ecstasy-d3-v3
N-ecstasy-d3-c4,neutral,neutral,3,181,180,gemma9b_base,"['boredom', 'frustration', 'none', 'indifference', 'bored']",false,:,B-ecstasy-d3-v4
N-grief-d1-c1,neutral,neutral,1,153,152,gemma9b_base,"['anger', 'relief', 'anxiety', 'happiness', 'boredom']",false,:,B-grief-d1-v1
N-grief-d1-c2,neutral,neutral,1,149,148,gemma9b_base,"['anxiety', 'confusion', 'anger', 'excitement', 'happiness']",false,:,B-grief-d1-v2
N-grief-d1-c3,neutral,neutral,1,154,153,gemma9b_base,"['boredom', 'calm', 'peace', 'contentment', 'loneliness']",false,:,B-grief-d1-v3
N-grief-d1-c4,neutral,neutral,1,154,153,gemma9b_base,"['sadness', 'happiness', 'fear', 'relief', 'anger']",false,:,B-grief-d1-v4
N-grief-d2-c1,neutral,neutral,2,169,168,gemma9b_base,"['anger', 'frustration', 'boredom', 'confusion', 'anxiety']",false,:,B-grief-d2-v1
N-grief-d2-c2,neutral,neutral,2,166,165,gemma9b_base,"['pride', 'contentment', 'satisfaction', 'happiness', 'joy']",false,:,B-grief-d2-v2
N-grief-d2-c3,neutral,neutral,2,153,152,gemma9b_base,"['sadness', 'boredom', 'pride', 'contentment', 'nostalgia']",false,:,B-grief-d2-v3
N-grief-d2-c4,neutral,neutral,2,165,164,gemma9b_base,"['sadness', 'nostalgia', 'melancholy', 'happiness', 'regret']",false,:,B-grief-d2-v4
N-grief-d3-c1,neutral,neutral,3,159,158,gemma9b_base,"['love', 'happiness', 'anger', 'surprise', 'contentment']",false,:,B-grief-d3-v1
N-grief-d3-c2,neutral,neutral,3,164,163,gemma9b_base,"['sadness', 'nostalgia', 'anxiety', 'happiness', 'guilt']",false,:,B-grief-d3-v2
N-grief-d3-c3,neutral,neutral,3,160,159,gemma9b_base,"['happiness', 'love', 'joy', 'anticipation', 'pride']",false,:,B-grief-d3-v3
N-grief-d3-c4,neutral,neutral,3,157,156,gemma9b_base,"['curiosity', 'fear', 'confusion', 'happiness', 'anger']",false,:,B-grief-d3-v4
N-loathing-d1-c1,neutral,neutral,1,161,160,gemma9b_base,"['pride', 'trust', 'anger', 'relief', 'suspicion']",false,:,B-loathing-d1-v1
N-loathing-d1-c2,neutral,neutral,1,175,174,gemma9b_base,"['fear', 'anger', 'relief', 'surprise', 'suspicion']",false,:,B-loathing-d1-v2
N-loathing-d1-c3,neutral,neutral,1,168,167,gemma9b_base,"['trust', 'happiness', 'confidence', 'satisfaction', 'relief']",false,:,B-loathing-d1-v3
N-loathing-d1-c4,neutral,neutral,1,179,178,gemma9b_base,"['pride', 'anger', 'frustration', 'gratitude', 'joy']",false,:,B-loathing-d1-v4
N-loathing-d2-c1,neutral,neutral,2,169,168,gemma9b_base,"['fear', 'anger', 'anxiety', 'relief', 'boredom']",false,:,B-loathing-d2-v1
N-loathing-d2-c2,neutral,neutral,2,179,178,gemma9b_base,"['anticipation', 'curiosity', 'hunger', 'excitement', 'happiness']",false,:,B-loathing-d2-v2
N-loathing-d2-c3,neutral,neutral,2,191,190,gemma9b_base,"['relief', 'fear', 'surprise', 'anxiety', 'confusion']",false,:,B-loathing-d2-v3
N-loathing-d2-c4,neutral,neutral,2,177,176,gemma9b_base,"['happiness', 'relief', 'satisfaction', 'joy', 'contentment']",false,:,B-loathing-d2-v4
N-loathing-d3-c1,neutral,neutral,3,168,167,gemma9b_base,"['pride', 'respect', 'gratitude', 'admiration', 'appreciation']",false,:,B-loathing-d3-v1
N-loathing-d3-c2,neutral,neutral,3,156,155,gemma9b_base,"['trust', 'pride', 'suspicion', 'anger', 'corruption']",false,:,B-loathing-d3-v2
N-loathing-d3-c3,neutral,neutral,3,166,165,gemma9b_base,"['trust', 'pride', 'confusion', 'skepticism', 'distrust']",false,:,B-loathing-d3-v3
N-loathing-d3-c4,neutral,neutral,3,168,167,gemma9b_base,"['none', 'boredom', 'neutral', 'anger', 'neutrality']",false,:,B-loathing-d3-v4
N-rage-d1-c1,neutral,neutral,1,156,155,gemma9b_base,"['anger', 'happiness', 'anxiety', 'sadness', 'guilt']",false,:,B-rage-d1-v1
N-rage-d1-c2,neutral,neutral,1,153,152,gemma9b_base,"['pride', 'joy', 'happiness', 'relief', 'satisfaction']",false,:,B-rage-d1-v2
N-rage-d1-c3,neutral,neutral,1,158,157,gemma9b_base,"['happiness', 'pride', 'contentment', 'joy', 'relief']",false,:,B-rage-d1-v3
N-rage-d1-c4,neutral,neutral,1,154,153,gemma9b_base,"['trust', 'relief', 'happiness', 'anger', 'joy']",false,:,B-rage-d1-v4
N-rage-d2-c1,neutral,neutral,2,142,141,gemma9b_base,"['boredom', 'pride', 'satisfaction', 'indifference', 'contentment']",false,:,B-rage-d2-v1
N-rage-d2-c2,neutral,neutral,2,150,149,gemma9b_base,"['confusion', 'anger', 'anxiety', 'frustration', 'fear']",false,:,B-rage-d2-v2
N-rage-d2-c3,neutral,neutral,2,157,156,gemma9b_base,"['relief', 'pride', 'happiness', 'satisfaction', 'joy']",false,:,B-rage-d2-v3
N-rage-d2-c4,neutral,neutral,2,153,152,gemma9b_base,"['confusion', 'anxiety', 'fear', 'boredom', 'relief']",false,:,B-rage-d2-v4
N-rage-d3-c1,neutral,neutral,3,151,150,gemma9b_base,"['anger', 'surprise', 'confusion', 'shock', 'relief']",false,:,B-rage-d3-v1
N-rage-d3-c2,neutral,neutral,3,158,157,gemma9b_base,"['anger', 'frustration', 'annoyance', 'confusion', 'irritation']",false,:,B-rage-d3-v2
N-rage-d3-c3,neutral,neutral,3,153,152,gemma9b_base,"['pride', 'boredom', 'envy', 'excitement', 'admiration']",false,:,B-rage-d3-v3
N-rage-d3-c4,neutral,neutral,3,159,158,gemma9b_base,"['anger', 'curiosity', 'annoyance', 'confusion', 'concern']",false,:,B-rage-d3-v4
N-terror-d1-c1,neutral,neutral,1,173,172,gemma9b_base,"['fear', 'anxiety', 'Fear', 'suspense', 'terror']",false,:,B-terror-d1-v1
N-terror-d1-c2,neutral,neutral,1,166,165,gemma9b_base,"['fear', 'anxiety', 'Fear', 'nervousness', 'suspicion']",false,:,B-terror-d1-v2
N-terror-d1-c3,neutral,neutral,1,174,173,gemma9b_base,"['boredom', 'calm', 'calmness', 'contentment', 'peace']",false,:,B-terror-d1-v3
N-terror-d1-c4,neutral,neutral,1,175,174,gemma9b_base,"['fear', 'anxiety', 'Fear', 'nervousness', 'worry']",false,:,B-terror-d1-v4
